node	American	AsianAmerican	AsianI	AsianII	Cosmopolitan	Sylvatic
n337	1.5458173210245944e-07	2.6193364363652683e-07	6.972626971699085e-07	0.9999986282632775	2.304945728321719e-07	2.746407692185128e-08
KJ734727	0.0	0.0	0.0	1.0	0.0	0.0
n344	0.9999998013875786	4.458579014420863e-08	3.677222520047522e-08	3.5152950895119644e-08	3.652152913524708e-08	4.557992601460586e-08
GQ868600	1.0	0.0	0.0	0.0	0.0	0.0
n18	5.630578039136656e-09	2.4396438533771837e-09	2.0121011400869224e-09	1.9234994805451273e-09	0.9999999855001386	2.4940388940234545e-09
n21	4.264859282328363e-13	1.8479001773398015e-13	1.524058987141408e-13	1.4569500276488893e-13	0.9999999999989017	1.889099076870974e-13
GU131843	0.0	0.0	0.0	0.0	1.0	0.0
GQ398262	0.0	0.0	0.0	0.0	1.0	0.0
n45	1.8325283791783153e-10	7.940062763076793e-11	6.548583639996597e-11	6.26021510518218e-11	0.9999999995280876	8.117103472059177e-11
n55	3.373944722593747e-08	1.4618782071611109e-08	1.2056871563271285e-08	1.1525944297473457e-08	0.9999999131142158	1.494473899362963e-08
n60	5.415171687768392e-15	0.9999999999999883	1.4409415444249853e-15	1.3925949956893148e-15	1.4350776909801481e-15	1.7709226497996154e-15
M20558	0.0	1.0	0.0	0.0	0.0	0.0
n211	6.833542743047273e-07	0.9999993155368424	2.572292483651749e-10	3.6729805886614947e-10	2.872985538188652e-10	1.9705748255202792e-10
AF119661	1.0	0.0	0.0	0.0	0.0	0.0
n235	2.966534450438187e-11	1.4479814993506554e-11	0.9999999999089847	2.2078323729815817e-11	1.1993784643237413e-11	1.2798059914881415e-11
AJ487271	0.0	0.0	1.0	0.0	0.0	0.0
M84727	0.0	0.0	1.0	0.0	0.0	0.0
M84728	0.0	0.0	1.0	0.0	0.0	0.0
n338	0.0	0.0	0.0	1.0	0.0	0.0
KF704355	0.0	0.0	0.0	1.0	0.0	0.0
n345	0.9999999961523044	8.637553710436762e-10	7.12384078993079e-10	6.810140613804503e-10	7.07527366662787e-10	8.83014653081592e-10
n348	0.9999996446747689	7.976568684525604e-08	6.578691984343526e-08	6.288997576775554e-08	6.533841438082571e-08	8.154423423757725e-08
AB189123	0.0	0.0	0.0	0.0	1.0	0.0
n19	3.915492280177844e-09	1.6965223994777758e-09	1.399210455150251e-09	1.3375958675479319e-09	0.999999989916829	1.7343500028533938e-09
n38	1.6218565384120857e-08	7.027254149001025e-09	5.795742802510831e-09	5.540525765140034e-09	0.9999999582339699	7.1839418807828305e-09
n23	1.6512036392139093e-17	7.154410609088371e-18	5.900615363310164e-18	5.640780235801236e-18	1.0	7.31393356706262e-18
AY037116	0.0	0.0	0.0	0.0	1.0	0.0
n46	1.612024083271186e-10	6.984651649843562e-11	5.7606062977490927e-11	5.5069365219122935e-11	0.9999999995848717	7.140389447843927e-11
JQ955623	0.0	0.0	0.0	0.0	1.0	0.0
AF276619	0.0	0.0	0.0	0.0	1.0	0.0
KF041236	0.0	0.0	0.0	0.0	1.0	0.0
n61	6.394836324209456e-12	0.9999999999840333	2.2852022282911364e-12	2.184572990817212e-12	2.2696228147728534e-12	2.8325547190824387e-12
n113	1.6555579509189414e-09	0.9999999958663527	5.916175569075012e-10	5.655655244517858e-10	5.875841760166804e-10	7.333220760066702e-10
n115	1.1699617612931006e-09	0.9999999970788043	4.1808860986667794e-10	3.9967796950760814e-10	4.1523827082645787e-10	5.182293929572337e-10
n229	3.459449427674867e-09	0.999999994623427	4.5766895672531634e-10	4.3790283850308164e-10	4.54650344469094e-10	5.669013537139713e-10
n213	1.8547905263580872e-08	0.9999999548844387	6.342737442235686e-09	6.063575382086965e-09	6.299532758678217e-09	7.86181045594514e-09
n221	1.890313880739552e-09	0.9999999953750317	6.528690598088295e-10	6.241310676678461e-10	6.484210472007163e-10	8.092332659859523e-10
DQ181804	0.0	0.0	1.0	0.0	0.0	0.0
n237	5.383651797413406e-19	2.332655959689926e-19	1.0	1.839162851995181e-19	1.910747156134653e-19	2.384664210194143e-19
DQ181805	0.0	0.0	1.0	0.0	0.0	0.0
AF204177	0.0	0.0	0.0	1.0	0.0	0.0
M29095	0.0	0.0	0.0	1.0	0.0	0.0
AF204178	0.0	0.0	0.0	1.0	0.0	0.0
n346	0.9999999967855229	7.216064695261518e-10	5.951464702016939e-10	5.689390410520499e-10	5.91089030773142e-10	7.37696236381937e-10
AF100465	1.0	0.0	0.0	0.0	0.0	0.0
n349	0.9999999672433072	7.3534324946360186e-09	6.0647590866765086e-09	5.797695847463561e-09	6.023412302307628e-09	7.517393073545882e-09
GQ868592	1.0	0.0	0.0	0.0	0.0	0.0
n20	1.0147394512793003e-08	4.396709480974405e-09	3.626195493818415e-09	3.466515034884426e-09	0.9999999738684419	4.494743566671426e-09
JN851131	0.0	0.0	0.0	0.0	1.0	0.0
FJ196854	0.0	0.0	0.0	0.0	1.0	0.0
FJ196853	0.0	0.0	0.0	0.0	1.0	0.0
n24	2.1864319000394015e-10	9.473472084096192e-11	7.813266246247504e-11	7.469207040805575e-11	0.9999999994369504	9.684703501305819e-11
EU081180	0.0	0.0	0.0	0.0	1.0	0.0
n31	8.994461543942727e-09	3.897161413830572e-09	3.2141921631857134e-09	3.0726543777129004e-09	0.9999999768374735	3.984057001977189e-09
n33	1.5466686623699356e-10	6.70147668264625e-11	5.5270571443848864e-11	5.283671749647762e-11	0.999999999601702	6.850900505771145e-11
n37	3.928656370645442e-09	1.7022261912042887e-09	1.4039146708990158e-09	1.3420929242754741e-09	0.9999999898829288	1.74018098197029e-09
n47	7.967481601428602e-10	3.452186849740435e-10	2.847198445234991e-10	2.721821323308492e-10	0.9999999979482151	3.529160773795466e-10
JQ922549	0.0	0.0	0.0	0.0	1.0	0.0
n62	2.2391037759324198e-10	0.9999999994409339	8.001490443624807e-11	7.649142736844902e-11	7.946939900846881e-11	9.918011248137966e-11
n96	3.562325861972494e-09	0.9999999911054767	1.2730055947848363e-09	1.2169484632804223e-09	1.2643268184191983e-09	1.5779165015521846e-09
n114	1.5655622194607636e-08	0.999999960910568	5.594573718668477e-09	5.348215214074379e-09	5.5564324454740705e-09	6.9345886821038235e-09
EU482572	0.0	1.0	0.0	0.0	0.0	0.0
n116	1.2606643129631666e-13	0.9999999999996851	4.505013819149468e-14	4.3066343672955127e-14	4.474300672543036e-14	5.5840568761752114e-14
n203	4.048346795847184e-09	0.9999999898919649	1.446686328191802e-09	1.3829811205469973e-09	1.4368234751407207e-09	1.7931973270025628e-09
n230	8.956683040047495e-09	0.9999999778443819	3.1511042940110644e-09	3.0123692762405697e-09	3.1296279590584738e-09	3.905833540524533e-09
FJ639701	0.0	1.0	0.0	0.0	0.0	0.0
n214	8.748558722595544e-10	0.999999997815856	3.125786726743838e-10	2.988142162080007e-10	3.1044765959640376e-10	3.8744763879328056e-10
n220	5.51864974240123e-09	0.9999999862215069	1.97195003370156e-09	1.8851147784733767e-09	1.9585061901817625e-09	2.4442723694409846e-09
n222	1.104657017670471e-09	0.9999999972421195	3.946895723429235e-10	3.7730934563595087e-10	3.91998765474788e-10	4.892257757486618e-10
n226	6.497422337841734e-10	0.9999999983777667	2.3217192861168084e-10	2.2194818498834027e-10	2.3058908737023583e-10	2.8778185211628993e-10
n334	1.574375990965035e-08	6.821528262558631e-09	0.9999999594950445	5.378324491322773e-09	5.587713940014154e-09	6.973628893630815e-09
DQ181803	0.0	0.0	1.0	0.0	0.0	0.0
n250	4.414116119846437e-15	1.912568410503462e-15	0.9999999999999886	1.5079338716516285e-15	1.5666408988229355e-15	1.9552132330431543e-15
n241	6.989989789802772e-14	3.0286547292243884e-14	0.99999999999982	2.387894219445531e-14	2.4808599478893468e-14	3.0961850945449015e-14
DQ181802	0.0	0.0	1.0	0.0	0.0	0.0
n347	0.9999996858129454	7.053072517873706e-08	5.8170365571405956e-08	5.560881843759698e-08	5.777378632932892e-08	7.210335925672579e-08
FJ898449	1.0	0.0	0.0	0.0	0.0	0.0
AF100467	1.0	0.0	0.0	0.0	0.0	0.0
AF100468	1.0	0.0	0.0	0.0	0.0	0.0
FJ196852	0.0	0.0	0.0	0.0	1.0	0.0
DQ645550	0.0	0.0	0.0	0.0	1.0	0.0
n25	3.6694563446273636e-11	1.589918819059059e-11	1.311288926905936e-11	1.2535459789406423e-11	0.9999999999055041	1.6253694756310988e-11
AY858036	0.0	0.0	0.0	0.0	1.0	0.0
GU370051	0.0	0.0	0.0	0.0	1.0	0.0
JN851121	0.0	0.0	0.0	0.0	1.0	0.0
n34	9.600022124002557e-09	4.159541470137037e-09	3.4305906725632186e-09	3.27952372260929e-09	0.9999999752780345	4.252287385455061e-09
n35	6.291301322474517e-11	2.7259237962099694e-11	2.2482114474718655e-11	2.1492108733324503e-11	0.9999999998379866	2.7867041248547868e-11
JN851129	0.0	0.0	0.0	0.0	1.0	0.0
JN851128	0.0	0.0	0.0	0.0	1.0	0.0
n48	4.725568663937278e-10	2.0475159925393945e-10	1.6886931687925323e-10	1.6143311271599502e-10	0.9999999987830722	2.0931697614030241e-10
n51	1.4799483053885728e-10	6.412387669952791e-11	5.2886303664318795e-11	5.055744156695393e-11	0.9999999996188839	6.555365632330023e-11
n63	1.8553112522492552e-17	1.0	6.629998758809223e-18	6.338045044044618e-18	6.584798426012323e-18	8.218019221337934e-18
n76	8.509341417056711e-10	0.9999999978753615	3.04083333537557e-10	2.9069294508441677e-10	3.0201023090603296e-10	3.769175185108151e-10
n97	7.31661502521875e-10	0.9999999981731653	2.614609730689338e-10	2.499474713126904e-10	2.596784504130413e-10	3.2408622994917877e-10
GQ868603	0.0	1.0	0.0	0.0	0.0	0.0
GQ398284	0.0	1.0	0.0	0.0	0.0	0.0
EU529701	0.0	1.0	0.0	0.0	0.0	0.0
n117	1.0128484085305101e-10	0.9999999997471088	3.6194378076876435e-11	3.460054925162993e-11	3.594762117782304e-11	4.486367276387932e-11
n179	4.241518479759973e-15	0.9999999999999893	1.5157166875467934e-15	1.44897171012549e-15	1.5053832167279791e-15	1.878761870929732e-15
n202	6.119021765573524e-09	0.9999999847218406	2.1866469392505596e-09	2.0903573741967772e-09	2.171739369436595e-09	2.710393656283028e-09
n204	5.551089366777272e-10	0.9999999986139874	1.9836949496832106e-10	1.8963424281234898e-10	1.9701710147391693e-10	2.458830509448773e-10
EU482545	0.0	1.0	0.0	0.0	0.0	0.0
n231	9.166590381445544e-09	0.99999997711263	3.275690664723319e-09	3.1314447828310743e-09	3.2533584889468677e-09	4.060285647848851e-09
JX649148	0.0	1.0	0.0	0.0	0.0	0.0
n215	6.576816475646274e-10	0.9999999983578808	2.3502404117222994e-10	2.246746965957094e-10	2.334217535678277e-10	2.9131711149728984e-10
n218	7.007643728448636e-10	0.9999999982503104	2.5041974783368343e-10	2.393924493252881e-10	2.4871249926568735e-10	3.1040040515211e-10
FM210204	0.0	1.0	0.0	0.0	0.0	0.0
FM210227	0.0	1.0	0.0	0.0	0.0	0.0
n223	1.2533182592282453e-09	0.9999999968706776	4.4787607404236747e-10	4.281537350586182e-10	4.448226575666097e-10	5.55151564663181e-10
FM210243	0.0	1.0	0.0	0.0	0.0	0.0
n227	2.899958140093065e-12	0.9999999999927592	1.0363062714211073e-12	9.906722563260337e-13	1.0292412040671013e-12	1.2845228431262994e-12
FM210213	0.0	1.0	0.0	0.0	0.0	0.0
EU726767	0.0	0.0	1.0	0.0	0.0	0.0
AF100462	0.0	0.0	1.0	0.0	0.0	0.0
GQ868542	0.0	0.0	1.0	0.0	0.0	0.0
DQ181799	0.0	0.0	1.0	0.0	0.0	0.0
n253	6.625217042041568e-10	2.8706043256013634e-10	0.9999999982954889	2.263281914995395e-10	2.351396225163673e-10	2.934610617546088e-10
n254	2.741069230408591e-09	1.1876630063064334e-09	0.9999999929478798	9.363938385062173e-10	9.728496138911272e-10	1.2141445051447215e-09
AF022434	0.0	0.0	1.0	0.0	0.0	0.0
n243	5.167975695344833e-10	2.2392041334676193e-10	0.9999999986704027	1.7654645657926093e-10	1.8341978028280276e-10	2.2891320013428055e-10
n246	5.498124462957721e-10	2.382252500696578e-10	0.9999999985854631	1.878248755390421e-10	1.9513729173912424e-10	2.435369939308983e-10
JX966379	1.0	0.0	0.0	0.0	0.0	0.0
AF100469	1.0	0.0	0.0	0.0	0.0	0.0
n26	7.810970196101461e-09	3.38437287258483e-09	2.79126872337277e-09	2.6683544812528663e-09	0.9999999798851991	3.4598347382974055e-09
n27	1.26501994928402e-09	5.481136263677356e-10	4.520578788844257e-10	4.32151392951294e-10	0.9999999967423221	5.603349974829712e-10
AY858035	0.0	0.0	0.0	0.0	1.0	0.0
JN851130	0.0	0.0	0.0	0.0	1.0	0.0
n36	1.1594309587207763e-09	5.023635458611916e-10	4.143254027012767e-10	3.9608047614239075e-10	0.9999999970142348	5.135648206213564e-10
JX470186	0.0	0.0	0.0	0.0	1.0	0.0
n49	2.2221197189419874e-08	9.628101897222246e-09	7.94079751343618e-09	7.591122435569707e-09	0.9999999427759999	9.842781118392184e-09
n50	4.649338572417638e-08	2.014486670017777e-08	1.6614521648075413e-08	1.5882896878500976e-08	0.9999998802702893	2.0594039791606524e-08
n52	2.327325440310069e-11	1.0083942055998633e-11	8.31675265370949e-12	7.950522293741068e-12	0.9999999999400668	1.0308785213041786e-11
n54	2.518851779384284e-09	1.0913796133116709e-09	9.001176568457968e-10	8.604807423905455e-10	0.9999999935134559	1.115714267004326e-09
n64	6.413250942758398e-10	0.9999999983987201	2.291790433485085e-10	2.190870847394826e-10	2.276166042883709e-10	2.8407211703673833e-10
n74	2.5834522831340525e-09	0.999999993549558	9.232028000615336e-10	8.825493253378881e-10	9.169088209342576e-10	1.1443287747253406e-09
n67	3.6242398301840674e-10	0.9999999990950889	1.2951306982381963e-10	1.2380992820627532e-10	1.2863010829237038e-10	1.605341020331944e-10
EU569708	0.0	1.0	0.0	0.0	0.0	0.0
n77	5.126631941349754e-10	0.999999998719967	1.8320140821015507e-10	1.7513408668826262e-10	1.8195242387076027e-10	2.2708189681737383e-10
FJ898450	0.0	1.0	0.0	0.0	0.0	0.0
n98	2.7813423175092694e-11	0.9999999999305547	9.93919273143762e-12	9.501517801883673e-12	9.871431810879894e-12	1.2319832911432831e-11
EU482576	0.0	1.0	0.0	0.0	0.0	0.0
n118	1.815868117632223e-13	0.9999999999995466	6.489047781857353e-14	6.203300879916977e-14	6.444808389069349e-14	8.043307599210144e-14
EU920828	0.0	1.0	0.0	0.0	0.0	0.0
n201	5.730620136808868e-09	0.9999999856916137	2.0478506961130646e-09	1.957673059621188e-09	2.0338893763074335e-09	2.5383528708397606e-09
EU920833	0.0	1.0	0.0	0.0	0.0	0.0
n182	3.6442960549943957e-09	0.999999990900811	1.3022978377377099e-09	1.2449508147156835e-09	1.2934193601077987e-09	1.6142248365001983e-09
n183	1.2568148477312436e-09	0.9999999968619466	4.491257663860585e-10	4.2934839678720494e-10	4.460638300498958e-10	5.567005840015674e-10
EU482546	0.0	1.0	0.0	0.0	0.0	0.0
EU677142	0.0	1.0	0.0	0.0	0.0	0.0
n205	2.420073518759999e-12	0.9999999999939577	8.648190111580505e-13	8.267364817199917e-13	8.589230662965992e-13	1.0719608728783218e-12
n208	3.1718384641867977e-09	0.9999999920804576	1.1334639972245935e-09	1.083551616154843e-09	1.1257365523559527e-09	1.404951834042157e-09
FJ639697	0.0	1.0	0.0	0.0	0.0	0.0
FJ639702	0.0	1.0	0.0	0.0	0.0	0.0
n216	1.4024551075451485e-10	0.9999999996498307	5.011706584674694e-11	4.791014785485904e-11	4.9775390359695886e-11	6.212112934385346e-11
FM210218	0.0	1.0	0.0	0.0	0.0	0.0
n219	8.601650172819098e-10	0.9999999978523139	3.073820086138522e-10	2.938463621483509e-10	3.0528641710767124e-10	3.8100629381341334e-10
EU482449	0.0	1.0	0.0	0.0	0.0	0.0
n224	7.345569861839151e-10	0.9999999981659358	2.6249568087004347e-10	2.5093661548751294e-10	2.6070610404437984e-10	3.253687714558704e-10
FM210237	0.0	1.0	0.0	0.0	0.0	0.0
FM210222	0.0	1.0	0.0	0.0	0.0	0.0
FM210217	0.0	1.0	0.0	0.0	0.0	0.0
FM210234	0.0	1.0	0.0	0.0	0.0	0.0
AF169680	0.0	0.0	1.0	0.0	0.0	0.0
AF169679	0.0	0.0	1.0	0.0	0.0	0.0
n255	3.277244800034035e-09	1.4199796081145888e-09	0.9999999915684272	1.1195601351414862e-09	1.1631469584825353e-09	1.4516411048043133e-09
AF100461	0.0	0.0	1.0	0.0	0.0	0.0
n244	6.681190108164607e-10	2.8948565915588964e-10	0.9999999982810885	2.2824032249055799e-10	2.3712619677585746e-10	2.9594036398876874e-10
EU687246	0.0	0.0	1.0	0.0	0.0	0.0
n247	3.1925900697790275e-09	1.3833000196104573e-09	0.9999999917862239	1.0906407021947381e-09	1.1331016313784235e-09	1.414143666055455e-09
n249	7.2532859960609145e-09	3.14273691306876e-09	0.9999999813390178	2.4778404865835684e-09	2.5743080117892318e-09	3.212810985823876e-09
JN851126	0.0	0.0	0.0	0.0	1.0	0.0
JN851127	0.0	0.0	0.0	0.0	1.0	0.0
n28	1.2828208873751231e-08	5.558264981966616e-09	4.584190863263886e-09	4.382324829738378e-09	0.9999999669648121	5.682198443631473e-09
HM488257	0.0	0.0	0.0	0.0	1.0	0.0
EU482640	0.0	0.0	0.0	0.0	1.0	0.0
EU179859	0.0	0.0	0.0	0.0	1.0	0.0
FJ898454	0.0	0.0	0.0	0.0	1.0	0.0
DQ448231	0.0	0.0	0.0	0.0	1.0	0.0
JQ955624	0.0	0.0	0.0	0.0	1.0	0.0
KF479233	0.0	0.0	0.0	0.0	1.0	0.0
n53	5.688280766894042e-10	2.4646442933210447e-10	2.0327206218657514e-10	1.9432092421171806e-10	0.9999999985351546	2.519598833997826e-10
KJ830750	0.0	0.0	0.0	0.0	1.0	0.0
KJ010186	0.0	0.0	0.0	0.0	1.0	0.0
KJ010185	0.0	0.0	0.0	0.0	1.0	0.0
AF100466	0.0	1.0	0.0	0.0	0.0	0.0
GQ868595	0.0	1.0	0.0	0.0	0.0	0.0
n75	8.181821618366139e-09	0.9999999795713798	2.923793358597003e-09	2.7950433597961297e-09	2.903860257906396e-09	3.624101737311015e-09
GQ868552	0.0	1.0	0.0	0.0	0.0	0.0
n68	1.3750182814926119e-12	0.9999999999965669	4.913660437613388e-13	4.69728612593693e-13	4.880161323192591e-13	6.090582727452446e-13
n73	8.997370985378928e-09	0.9999999775350911	3.21523185898271e-09	3.073648290235842e-09	3.1933118624137643e-09	3.985345726206996e-09
n78	9.426156319371887e-10	0.9999999976464486	3.36845931495391e-10	3.220128335445422e-10	3.3454946828947514e-10	4.175274295459729e-10
n95	6.8460403810404225e-09	0.9999999829065989	2.446448765619757e-09	2.3387187597649358e-09	2.4297699844616686e-09	3.0324233399242106e-09
n99	1.2479063932662757e-11	0.9999999999688417	4.459423090565111e-12	4.263051238267603e-12	4.429020760925471e-12	5.527546234552295e-12
EU482575	0.0	1.0	0.0	0.0	0.0	0.0
n137	8.376173700217195e-15	0.9999999999999791	2.9932455359544332e-15	2.861437192511934e-15	2.9728389417317408e-15	3.710189133289599e-15
n120	2.541902982233448e-10	0.99999999936533	9.083550588501092e-11	8.683554082613144e-11	9.021623049067968e-11	1.1259246954626092e-10
n124	2.572107864547586e-09	0.9999999935778828	9.191488451762546e-10	8.78673887407333e-10	9.128825040797876e-10	1.1393038146338486e-09
EU677145	0.0	1.0	0.0	0.0	0.0	0.0
FJ898460	0.0	1.0	0.0	0.0	0.0	0.0
AF208496	0.0	1.0	0.0	0.0	0.0	0.0
AY702039	0.0	1.0	0.0	0.0	0.0	0.0
n184	9.95007478187483e-11	0.9999999997515637	3.5556828200073415e-11	3.3991074048993795e-11	3.5314417827717016e-11	4.40734166367319e-11
EU482726	0.0	1.0	0.0	0.0	0.0	0.0
JN819419	0.0	1.0	0.0	0.0	0.0	0.0
n207	3.6098834034823177e-09	0.9999999909867335	1.2900003951099128e-09	1.2331948931632135e-09	1.281205755881719e-09	1.5989819045533019e-09
FJ850085	0.0	1.0	0.0	0.0	0.0	0.0
EU920835	0.0	1.0	0.0	0.0	0.0	0.0
EU920834	0.0	1.0	0.0	0.0	0.0	0.0
n217	3.260123610632879e-10	0.9999999991860028	1.1650129036753493e-10	1.113711258328163e-10	1.1570703726320609e-10	1.444057349602022e-10
FM210220	0.0	1.0	0.0	0.0	0.0	0.0
FM210241	0.0	1.0	0.0	0.0	0.0	0.0
FM210221	0.0	1.0	0.0	0.0	0.0	0.0
n225	1.0032297374862638e-09	0.9999999974951055	3.585065258595998e-10	3.42719598018476e-10	3.5606239051837026e-10	4.443761797956095e-10
