accession	id	country_code	serotype	genotype	year	Country ISO3	Continent	Country	Sub-region	Region	Int-region	Is Developed	Location
KF041236	DENV2_KF041236_Cosmopolitan_PK_2008	PK	DENV2	Cosmopolitan	2008.0	PAK	Asia	Pakistan	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
FM210211	DENV2_FM210211_Asian_I_VN_2003	VN	DENV2	AsianI	2003.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482444	DENV2_EU482444_AsianAmerican_NI_2006	NI	DENV2	AsianAmerican	2006.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
AF169679	DENV2_AF169679_Asian_I_TH_1993	TH	DENV2	AsianI	1993.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
HQ332188	DENV2_HQ332188_AsianAmerican_VE_2007	VE	DENV2	AsianAmerican	2007.0	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
EU482576	DENV2_EU482576_AsianAmerican_PR_1987	PR	DENV2	AsianAmerican	1987.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482634	DENV2_EU482634_AsianAmerican_NI_2006	NI	DENV2	AsianAmerican	2006.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
JX286525	DENV2_JX286525_AsianAmerican_BR_2010	BR	DENV2	AsianAmerican	2010.0	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
GQ868558	DENV2_GQ868558_AsianAmerican_CO_2007	CO	DENV2	AsianAmerican	2007.0	COL	Americas	Colombia	Latin America and the Caribbean	Americas	South America	Developing	South America
EU482744	DENV2_EU482744_AsianAmerican_PR_1989	PR	DENV2	AsianAmerican	1989.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
JX470186	DENV2_JX470186_Cosmopolitan_CN_2010	CN	DENV2	Cosmopolitan	2010.0	CHN	Asia	China	Eastern Asia	Asia	Eastern Asia	Developing	Eastern Asia
JX669478	DENV2_JX669478_AsianAmerican_BR_2010	BR	DENV2	AsianAmerican	2010.0	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
FM210222	DENV2_FM210222_AsianAmerican_VN_2004	VN	DENV2	AsianAmerican	2004.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482541	DENV2_EU482541_Asian_I_VN_2006	VN	DENV2	AsianI	2006.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482545	DENV2_EU482545_AsianAmerican_PR_1998	PR	DENV2	AsianAmerican	1998.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU596490	DENV2_EU596490_AsianAmerican_PR_2007	PR	DENV2	AsianAmerican	2007.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EF105378	DENV2_EF105378_Sylvatic_GN_1981	GN	DENV2	Sylvatic	1981.0	GIN	Africa	Guinea	Sub-Saharan Africa	Africa	Western Africa	Developing	Africa
FJ547064	DENV2_FJ547064_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
DQ181804	DENV2_DQ181804_Asian_I_TH_1984	TH	DENV2	AsianI	1984.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
KJ830750	DENV2_KJ830750_Cosmopolitan_SA_2014	SA	DENV2	Cosmopolitan	2014.0	SAU	Asia	Saudi Arabia	Western Asia	Asia	Western Asia	Developing	Western Asia
EU482474	DENV2_EU482474_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ687434	DENV2_FJ687434_Asian_I_TH_2001	TH	DENV2	AsianI	2001.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ410202	DENV2_FJ410202_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GQ398296	DENV2_GQ398296_AsianAmerican_PR_1994	PR	DENV2	AsianAmerican	1994.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FJ744744	DENV2_FJ744744_AsianAmerican_NI_2000	NI	DENV2	AsianAmerican	2000.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
FJ390385	DENV2_FJ390385_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FM210207	DENV2_FM210207_Asian_I_VN_2005	VN	DENV2	AsianI	2005.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482565	DENV2_EU482565_AsianAmerican_PR_1998	PR	DENV2	AsianAmerican	1998.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
AF100467	DENV2_AF100467_American_PE_1995	PE	DENV2	American	1995.0	PER	Americas	Peru	Latin America and the Caribbean	Americas	South America	Developing	South America
GQ199898	DENV2_GQ199898_AsianAmerican_NI_2001	NI	DENV2	AsianAmerican	2001.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
GQ398308	DENV2_GQ398308_AsianAmerican_PR_1994	PR	DENV2	AsianAmerican	1994.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
GU131899	DENV2_GU131899_Asian_I_KH_2008	KH	DENV2	AsianI	2008.0	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ859028	DENV2_FJ859028_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
JN368476	DENV2_JN368476_Asian_I_KH_2007	KH	DENV2	AsianI	2007.0	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GQ398257	DENV2_GQ398257_American_ID_1977	ID	DENV2	American	1977.0	IDN	Asia	Indonesia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482664	DENV2_EU482664_AsianAmerican_VN_2006	VN	DENV2	AsianAmerican	2006.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FM210221	DENV2_FM210221_AsianAmerican_VN_2003	VN	DENV2	AsianAmerican	2003.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482572	DENV2_EU482572_AsianAmerican_PR_1987	PR	DENV2	AsianAmerican	1987.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482464	DENV2_EU482464_Asian_I_VN_2006	VN	DENV2	AsianI	2006.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
JN851129	DENV2_JN851129_Cosmopolitan_SG_2006	SG	DENV2	Cosmopolitan	2006.0	SGP	Asia	Singapore	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ547067	DENV2_FJ547067_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU687246	DENV2_EU687246_Asian_I_TH_1994	TH	DENV2	AsianI	1994.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU920833	DENV2_EU920833_AsianAmerican_GF_2000	GF	DENV2	AsianAmerican	2000.0	GUF	Americas	French Guiana	Latin America and the Caribbean	Americas	South America	Developing	South America
AF100466	DENV2_AF100466_AsianAmerican_VE_1990	VE	DENV2	AsianAmerican	1990.0	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
GQ398270	DENV2_GQ398270_AsianAmerican_PR_1994	PR	DENV2	AsianAmerican	1994.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FM210241	DENV2_FM210241_AsianAmerican_VN_2004	VN	DENV2	AsianAmerican	2004.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ410195	DENV2_FJ410195_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
JF357906	DENV2_JF357906_AsianAmerican_NI_2008	NI	DENV2	AsianAmerican	2008.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
EU482642	DENV2_EU482642_Asian_I_VN_2006	VN	DENV2	AsianI	2006.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU920849	DENV2_EU920849_AsianAmerican_GP_2006	GP	DENV2	AsianAmerican	2006.0	GLP	Americas	Guadeloupe	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU920834	DENV2_EU920834_AsianAmerican_GF_2001	GF	DENV2	AsianAmerican	2001.0	GUF	Americas	French Guiana	Latin America and the Caribbean	Americas	South America	Developing	South America
FM210227	DENV2_FM210227_AsianAmerican_VN_2002	VN	DENV2	AsianAmerican	2002.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ898449	DENV2_FJ898449_American_HN_1984	HN	DENV2	American	1984.0	HND	Americas	Honduras	Latin America and the Caribbean	Americas	Central America	Developing	Central America
KC294211	DENV2_KC294211_AsianAmerican_PE_2011	PE	DENV2	AsianAmerican	2011.0	PER	Americas	Peru	Latin America and the Caribbean	Americas	South America	Developing	South America
EU677146	DENV2_EU677146_AsianAmerican_PR_2004	PR	DENV2	AsianAmerican	2004.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
AF208496	DENV2_AF208496_AsianAmerican_MQ_1998	MQ	DENV2	AsianAmerican	1998.0	MTQ	Americas	Martinique	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482554	DENV2_EU482554_AsianAmerican_PR_1998	PR	DENV2	AsianAmerican	1998.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
GQ398302	DENV2_GQ398302_AsianAmerican_PR_1994	PR	DENV2	AsianAmerican	1994.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482676	DENV2_EU482676_Asian_I_VN_2006	VN	DENV2	AsianI	2006.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ196854	DENV2_FJ196854_Cosmopolitan_CN_1993	CN	DENV2	Cosmopolitan	1993.0	CHN	Asia	China	Eastern Asia	Asia	Eastern Asia	Developing	Eastern Asia
EU482701	DENV2_EU482701_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ639702	DENV2_FJ639702_AsianAmerican_KH_2003	KH	DENV2	AsianAmerican	2003.0	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ898439	DENV2_FJ898439_AsianAmerican_MX_2008	MX	DENV2	AsianAmerican	2008.0	MEX	Americas	Mexico	Latin America and the Caribbean	Americas	Central America	Developing	Central America
FM210202	DENV2_FM210202_AsianAmerican_VN_2004	VN	DENV2	AsianAmerican	2004.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
KC131142	DENV2_KC131142_Cosmopolitan_CN_2012	CN	DENV2	Cosmopolitan	2012.0	CHN	Asia	China	Eastern Asia	Asia	Eastern Asia	Developing	Eastern Asia
JQ922552	DENV2_JQ922552_American_IN_1960	IN	DENV2	American	1960.0	IND	Asia	India	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
FJ461311	DENV2_FJ461311_Asian_I_VN_2008	VN	DENV2	AsianI	2008.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FM210237	DENV2_FM210237_AsianAmerican_VN_2003	VN	DENV2	AsianAmerican	2003.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GU131959	DENV2_GU131959_AsianAmerican_MX_2006	MX	DENV2	AsianAmerican	2006.0	MEX	Americas	Mexico	Latin America and the Caribbean	Americas	Central America	Developing	Central America
GU131843	DENV2_GU131843_Cosmopolitan_BF_1986	BF	DENV2	Cosmopolitan	1986.0	BFA	Africa	Burkina Faso	Sub-Saharan Africa	Africa	Western Africa	Developing	Africa
KJ189309	DENV2_KJ189309_AsianAmerican_MX_2010	MX	DENV2	AsianAmerican	2010.0	MEX	Americas	Mexico	Latin America and the Caribbean	Americas	Central America	Developing	Central America
GQ868542	DENV2_GQ868542_Asian_I_TH_1994	TH	DENV2	AsianI	1994.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU677143	DENV2_EU677143_AsianAmerican_PR_1999	PR	DENV2	AsianAmerican	1999.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU660413	DENV2_EU660413_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482699	DENV2_EU482699_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482784	DENV2_EU482784_Asian_I_VN_2003	VN	DENV2	AsianI	2003.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ906956	DENV2_FJ906956_AsianAmerican_NI_2005	NI	DENV2	AsianAmerican	2005.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
FJ461309	DENV2_FJ461309_Asian_I_VN_2008	VN	DENV2	AsianI	2008.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
JX669488	DENV2_JX669488_AsianAmerican_BR_2002	BR	DENV2	AsianAmerican	2002.0	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
JN851127	DENV2_JN851127_Cosmopolitan_SG_2004	SG	DENV2	Cosmopolitan	2004.0	SGP	Asia	Singapore	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ410291	DENV2_FJ410291_AsianAmerican_NI_2007	NI	DENV2	AsianAmerican	2007.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
EU482649	DENV2_EU482649_Asian_I_VN_2006	VN	DENV2	AsianI	2006.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
M20558	DENV2_M20558_AsianAmerican_JM_1983	JM	DENV2	AsianAmerican	1983.0	JAM	Americas	Jamaica	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FJ810411	DENV2_FJ810411_Asian_I_TH_2001	TH	DENV2	AsianI	2001.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ024473	DENV2_FJ024473_AsianAmerican_CO_2005	CO	DENV2	AsianAmerican	2005.0	COL	Americas	Colombia	Latin America and the Caribbean	Americas	South America	Developing	South America
FJ639707	DENV2_FJ639707_Asian_I_KH_2004	KH	DENV2	AsianI	2004.0	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482639	DENV2_EU482639_AsianAmerican_NI_2006	NI	DENV2	AsianAmerican	2006.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
HQ705625	DENV2_HQ705625_AsianAmerican_NI_2009	NI	DENV2	AsianAmerican	2009.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
JX475906	DENV2_JX475906_Cosmopolitan_IN_2009	IN	DENV2	Cosmopolitan	2009.0	IND	Asia	India	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
FJ639701	DENV2_FJ639701_AsianAmerican_KH_2002	KH	DENV2	AsianAmerican	2002.0	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ410215	DENV2_FJ410215_Asian_I_VN_2008	VN	DENV2	AsianI	2008.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU529701	DENV2_EU529701_AsianAmerican_PR_1991	PR	DENV2	AsianAmerican	1991.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
GU131927	DENV2_GU131927_Asian_I_KH_2007	KH	DENV2	AsianI	2007.0	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
AY702039	DENV2_AY702039_AsianAmerican_CU_1997	CU	DENV2	AsianAmerican	1997.0	CUB	Americas	Cuba	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
M29095	DENV2_M29095_Asian_II_PG_1944	PG	DENV2	AsianII	1944.0	PNG	Oceania	Papua New Guinea	Melanesia	Oceania	Melanesia	Developing	Oceania
FJ850088	DENV2_FJ850088_AsianAmerican_BR_2006	BR	DENV2	AsianAmerican	2006.0	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
FM210243	DENV2_FM210243_AsianAmerican_VN_2004	VN	DENV2	AsianAmerican	2004.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FM210204	DENV2_FM210204_AsianAmerican_VN_2003	VN	DENV2	AsianAmerican	2003.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FM210235	DENV2_FM210235_AsianAmerican_VN_2005	VN	DENV2	AsianAmerican	2005.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482721	DENV2_EU482721_AsianAmerican_PR_2006	PR	DENV2	AsianAmerican	2006.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU003591	DENV2_EU003591_Sylvatic_NG_1966	NG	DENV2	Sylvatic	1966.0	NGA	Africa	Nigeria	Sub-Saharan Africa	Africa	Western Africa	Developing	Africa
GU370051	DENV2_GU370051_Cosmopolitan_SG_2008	SG	DENV2	Cosmopolitan	2008.0	SGP	Asia	Singapore	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
KJ010186	DENV2_KJ010186_Cosmopolitan_PK_2013	PK	DENV2	Cosmopolitan	2013.0	PAK	Asia	Pakistan	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
FJ882602	DENV2_FJ882602_Cosmopolitan_LK_1996	LK	DENV2	Cosmopolitan	1996.0	LKA	Asia	Sri Lanka	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
FJ850106	DENV2_FJ850106_AsianAmerican_VE_2008	VE	DENV2	AsianAmerican	2008.0	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
EU482776	DENV2_EU482776_Asian_I_VN_2005	VN	DENV2	AsianI	2005.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ390387	DENV2_FJ390387_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ639732	DENV2_FJ639732_AsianAmerican_VE_2005	VE	DENV2	AsianAmerican	2005.0	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
AF100469	DENV2_AF100469_American_MX_1992	MX	DENV2	American	1992.0	MEX	Americas	Mexico	Latin America and the Caribbean	Americas	Central America	Developing	Central America
GU131947	DENV2_GU131947_AsianAmerican_CO_2007	CO	DENV2	AsianAmerican	2007.0	COL	Americas	Colombia	Latin America and the Caribbean	Americas	South America	Developing	South America
GU131932	DENV2_GU131932_Asian_I_KH_2008	KH	DENV2	AsianI	2008.0	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482635	DENV2_EU482635_AsianAmerican_NI_2005	NI	DENV2	AsianAmerican	2005.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
AJ487271	DENV2_AJ487271_Asian_I_TH_1974	TH	DENV2	AsianI	1974.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
JF730047	DENV2_JF730047_Asian_I_KH_2008	KH	DENV2	AsianI	2008.0	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU596500	DENV2_EU596500_AsianAmerican_NI_2007	NI	DENV2	AsianAmerican	2007.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
JX966379	DENV2_JX966379_American_MX_1994	MX	DENV2	American	1994.0	MEX	Americas	Mexico	Latin America and the Caribbean	Americas	Central America	Developing	Central America
