,Afghanistan,Algeria,Argentina,Austria,Azerbaijan,Bangladesh,Belgium,Benin,Bhutan,Bosnia and Herzegovina,Botswana,Brazil,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Central African Republic,Chad,Chile,China,Colombia,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Czech Republic,Democratic Republic of the Congo,Dominican Republic,Egypt,El Salvador,Equatorial Guinea,Estonia,Ethiopia,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guatemala,Guinea,Haiti,Honduras,Hungary,India,Indonesia,Iran,Iraq,Israel,Italy,Japan,Jordan,Kazakhstan,Kenya,Laos,Latvia,Lebanon,Liberia,Lithuania,Macedonia,Madagascar,Malaysia,Mali,Mauritania,Mexico,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Niger,Nigeria,Norway,Oman,Pakistan,Paraguay,Peru,Philippines,Poland,Qatar,Republic of the Congo,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Serbia,Sierra Leone,Slovenia,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Svalbard,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Tunisia,Turkey,USA,Uganda,Ukraine,United Arab Emirates,United Kingdom,Viet Nam,Zaire,Zambia,Zimbabwe
Dominican Republic,0.7073333569984847,0.4449721753534095,0.2962133574179874,0.027875520981853086,0.7653930533652427,0.2324561127574093,0.9628237484425768,0.30384040407296475,0.3760265649763753,0.320659233101411,0.7147734939289359,0.9278461227087205,0.704605457987686,0.9408606731824771,0.49581530720449074,0.5003327681221004,0.09120175944691133,0.77060537199831,0.05387198416011796,0.17098183398293665,0.5722366692922428,0.10377987773679653,0.01019549564386224,0.31795998798836833,0.23198651214494004,0.5426690119319078,0.5733824088254971,0.19570046482068926,0.0009644456450114136,1,0.15540431687083223,0.6457024701582907,0.6647700372927553,0.11012387561690551,0.5354172553484777,0.133610843898737,0.38981390443134367,0.55559645069148,0.42045895997444793,0.10153292665634306,0.1726941797850845,0.6558983206671253,0.18911561611027716,0.13903287883339488,0.47685173993727625,0.3640986276930873,0.6540599073937442,0.702308491503405,0.9133508713056882,0.24501991250341315,0.7482158366776943,0.1115779296373588,0.9404537988843374,0.4750601521009602,0.9285954085835517,0.553991745238431,0.40743544537866694,0.0871836024799234,0.02236354395258333,0.3727796550851381,0.07198121492845744,0.6528358217868875,0.8383996615083122,0.3698294927242797,0.04382633217949594,0.9729418257585878,0.08534679034111903,0.37971990469171235,0.026040168726764734,0.18367525863875644,0.3151934747182077,0.8843057924511715,0.8254340454127129,0.6598702854294736,0.8475410962677895,0.36768805945453464,0.1168970262180885,0.431113777133465,0.4973713964380161,0.95696855042376,0.5468167052309738,0.3570245900192529,0.3150234346859381,0.5204088995696755,0.6023873953581367,0.6699352301967575,0.6124109613242225,0.5724555349408605,0.20426898376400515,0.8038458208959496,0.5285246131705409,0.6087364093627738,0.5340824367203987,0.9825326961609023,0.3644629559283755,0.04488994784574163,0.643768966916438,0.9206500863471173,0.7146639750955464,0.5994202098310674,0.4372172711996698,0.6645527625079276,0.7007246484411623,0.7839129517095358,0.6131587164304566,0.6065577551124567,0.5019958861538633,0.9895007754676425,0.7758116517533121,0.7593746501491033,0.3152129503571368,0.43560233961431805,0.010783744303920817,0.6622809730312986,0.4144606243882022,0.6865145754882555,0.12431781124009045,0.35395335082653023,0.6701797748466726,0.9644957193511697,0.3804029819566064
Egypt,0.6211697663467788,0.4620451076359986,0.4956502824284469,0.8075380084146517,0.6657740074905916,0.6500078980027897,0.6009362998008151,0.9759103363246645,0.48628407231142357,0.4860317798306837,0.4574201740991709,0.8123611261172025,0.009705084305265177,0.37805137599844185,0.1765975827902927,0.6978435078668768,0.961467470170457,0.9779955079489393,0.4784620821879878,0.143484198315876,0.7215053242825259,0.013822527689132835,0.8539188627567915,0.22051511082335007,0.28374052328968213,0.8299356053502885,0.5142646054020442,0.9549804019503303,0.24829659362142253,0.7198816830683337,1,0.07150186953722693,0.38440783161470726,0.15458343811217978,0.2722362175730585,0.246281661157275,0.05161496472925875,0.20555038794054814,0.06699154598196089,0.13671648621856025,0.3199485012908255,0.9830856568228057,0.6728149440893656,0.14039140018742624,0.7196447236571799,0.8851669510439759,0.5435068118903122,0.5403624543115553,0.07457065199995927,0.7896145585873199,0.14679284264468473,0.8459836434376466,0.07506664759635351,0.9741388712452917,0.34982221761021803,0.21692638220780258,0.9214370121506075,0.38555561261699,0.35971756287071577,0.33737490901421385,0.24568236729831994,0.5164256006556978,0.6782937979968848,0.771594407954094,0.6771126025758458,0.8416838971722482,0.558425168833922,0.9079842558386426,0.5486602119027576,0.4976388123352129,0.08085428239466763,0.7766523146643673,0.881718232602076,0.49656044412873934,0.3176439000680833,0.1995505633911977,0.6751344235900191,0.19973698252337457,0.8904829916743634,0.8936415772567312,0.7552706010526932,0.8113379641076625,0.5170614392589064,0.5449804305206976,0.41778111205548785,0.502902629208956,0.8547402156059868,0.03926372990693405,0.8726840822757785,0.6877736765427487,0.7227363372468848,0.8478263882217912,0.07396139616617592,0.3381776672528335,0.9254987124316468,0.7226188133804512,0.3248526564306232,0.8827781072810091,0.00966203722001624,0.7529942921256444,0.515607038149101,0.11727769753301098,0.31449204336532544,0.47392974567670143,0.8285550647538542,0.47162087238435946,0.9369591043689839,0.9255979711623443,0.20738443914385074,0.9550724064927055,0.25351094426796184,0.15615232949024682,0.9009934085996221,0.0842823823740837,0.07888671747749931,0.4861938136838022,0.25410160637686896,0.8367612130490902,0.08651082610337235,0.873567846295644,0.9546791279422955
El Salvador,0.8619036287700276,0.8454937536254931,0.7946740435310562,0.5968155057047306,0.883304474131858,0.33241796911497834,0.5616818923140591,0.856745502621824,0.21715413032583208,0.9686671114798561,0.5829000976526592,0.5657618469621174,0.9814712467411162,0.12380203487068309,0.19578317498092834,0.942970476437979,0.7152823105268882,0.4260744277055206,0.39943003262480703,0.9816097682749619,0.12846058882401956,0.7629290729904608,0.21867929674038966,0.1066137363879266,0.7494381119910121,0.04585178285260405,0.33157748273550125,0.2815803169606105,0.8720869220351776,0.06800573726799664,0.00034842590131944906,1,0.253978763487302,0.197777672791563,0.7462830710808668,0.3358381825648291,0.9839491717990664,0.9298346983235939,0.0032251351145217155,0.05130268626702594,0.08089925116379892,0.7169470420215523,0.9142693854416717,0.7596746782465896,0.6176446447503904,0.6246328499356927,0.25743149657110664,0.25981362531749763,0.5043256217179902,0.9087313881130051,0.9978383336492146,0.021254009095985626,0.69381777585098,0.3470924535719495,0.6945740847674178,0.810679643579967,0.16309602824633396,0.6105358217882506,0.6833246441847232,0.6968194559822736,0.2957983656921901,0.10037913158538558,0.4318397997705269,0.5125712481469882,0.15146471402282857,0.9551105111736616,0.902176924358473,0.9974952393074651,0.10614417524847153,0.8809945629862912,0.22380176703159993,0.14239386057584147,0.14272921621388657,0.8617112961075468,0.8131396138352275,0.22584036255059958,0.383546900492463,0.2460587216225324,0.5171615822101957,0.21077006966945844,0.15891582790395653,0.4920137696227742,0.5834891103980157,0.692361158324035,0.3241483923440768,0.4132606753469439,0.8031971525149048,0.959511899851977,0.11215504038123936,0.9864275044201611,0.43716588512507126,0.1072522356955411,0.7296031565735007,0.25941092053220927,0.6328722479728603,0.36512035425039335,0.39067910644196013,0.2014195478062194,0.5329881298838876,0.32779815722473693,0.4592701720698231,0.6224616658095947,0.29247800446397487,0.2651594881658903,0.5873868282615694,0.33635217520620664,0.40593380471590446,0.08928443505536476,0.24006265809398197,0.03655856283324188,0.896651201150513,0.03886756944842151,0.15517517017374938,0.8182005037898009,0.2606001083419951,0.08275954232852067,0.9111962234340971,0.3739792610387723,0.11717227254652274,0.10470327157473391,0.3813420877777103
Equatorial Guinea,0.3605233795257502,0.24691236157666874,0.9066588320879793,0.3947458304089688,0.8933088264588129,0.6055291111968344,0.0009289757930742715,0.48722559522078035,0.22650379414879296,0.007814755386082561,0.9771464375832403,0.7508710512228011,0.5819748716811372,0.731441945888915,0.5608999872599758,0.457892316344391,0.4963044191715169,0.6382863703948278,0.7250848826166231,0.5721978975711723,0.08257045804676122,0.2319614954744128,0.6255953917813626,0.7448360124688419,0.44808115939495363,0.17388854923261066,0.13881875005446231,0.4309434422859204,0.01032565124696716,0.7415563274341991,0.3377758335307306,0.1484594167402754,1,0.07066319239565932,0.6356024481237447,0.8163835345020668,0.2540188254189677,0.12445693974494554,0.28776503408436993,0.5765903958612342,0.21381398934080165,0.9324912481313378,0.8674282418855133,0.5019950732039106,0.7409794157965661,0.5427260421884902,0.5874790587176681,0.7657025156724665,0.930672258512693,0.1463641090287755,0.9437520203606657,0.6294946351583307,0.6588197419700108,0.641269136144929,0.6833219198646169,0.5594617033361128,0.3519142871204275,0.2785453250947636,0.9090710793478203,0.936776247140854,0.6214772806166365,0.3276665236475943,0.36503803875419727,0.29306675619352274,0.6751273991487484,0.4412301375118963,0.249833209730549,0.37837332092228515,0.46736954741735026,0.9086698528433862,0.8596608881101869,0.5956615988755539,0.8909722624219423,0.36693675366787326,0.42134383699577593,0.1335244760897737,0.8853588246710956,0.5817190358837433,0.6921399900902555,0.8668774768392318,0.5077187388790795,0.719457185446465,0.9931257689698935,0.2916805113809201,0.8351032721148812,0.9796371966557664,0.8789009835820224,0.7033155699332745,0.9269383754621056,0.1898217215863327,0.5685740884852677,0.8586850504693087,0.2426181690294773,0.10719600923732853,0.9544259135500475,0.8201503621671079,0.002804784712689745,0.6130133040838939,0.8120322181362667,0.5836064903600091,0.3971465765076313,0.11138108371286404,0.15127498228591418,0.9425995260876577,0.06002115072118552,0.13595970710820438,0.17125401610130686,0.7508895400320607,0.8138643177162354,0.37157433324244804,0.10068840447786498,0.05473552662026582,0.5325319712066862,0.37268859011267996,0.9275916615329223,0.40697445544277444,0.866601462990683,0.16887013987192956,0.9665173801140569,0.8113825231226854,0.9768412574286206
Estonia,0.7453284100820551,0.15798380743021578,0.8199202270357491,0.6082947267000427,0.36843005855732935,0.6127459160381038,0.9542449161100328,0.8659908456726988,0.21338606781292346,0.046315256046117415,0.36183388067452393,0.7831204920281823,0.3436791700843165,0.19301234476533768,0.0956897250316392,0.6378538086420439,0.9189312923335794,0.4919430980666877,0.22578039081222234,0.4744746041070662,0.022223007605113754,0.09302077780408724,0.5972520000750589,0.2894888439114094,0.5788546679227644,0.12977954945213543,0.20984242338231218,0.7524305617451491,0.7384984330996386,0.4740240786404064,0.9492978519503384,0.5593179920617583,0.9190103343499075,1,0.012881032297998973,0.6077702466316935,0.008636774612987619,0.520528672764886,0.8197918305910902,0.9024787210867043,0.1310658862372075,0.5576988742580306,0.6595897894220975,0.3024705759114795,0.17540184847323903,0.9219211264708136,0.7419765135422767,0.7033092528839981,0.5813613497687078,0.46733938763902316,0.828496284514269,0.17558157018794807,0.5971232625188656,0.199521196476249,0.31839238752516263,0.16626366418971938,0.4062371209594078,0.7849914196166663,0.5363159811426252,0.8156456161675181,0.6967036153294409,0.8256286921804227,0.9654104708883376,0.4927424549930173,0.8055480516469118,0.15306147376927937,0.17646694780699068,0.20652575682697094,0.3678763406163933,0.7185138540182016,0.8048469085871417,0.6101696295098564,0.2140486853259409,0.17629779833253933,0.09594359594101853,0.09508614717528663,0.6149208831478665,0.6141342521886707,0.9241938979033676,0.5044448371653083,0.12661181568136903,0.0057566343664741115,0.4052300742071975,0.8121553754865485,0.6637345071203856,0.8623378035304563,0.6288569705737264,0.63999945437539,0.9966717564922188,0.627462068799124,0.10422300580331445,0.44271507478988903,0.8882623493184443,0.9103596687937962,0.566828098015331,0.7800249375969688,0.42174101520748297,0.04850621036443592,0.9446991275024642,0.9881310185694652,0.14906686835462224,0.2884084019219658,0.34934702514163674,0.4579071286517338,0.9465922010494727,0.21048627466150083,0.48014163510767627,0.5039983925165415,0.8180895142093351,0.35569302753118415,0.3832886363597646,0.2505330682481318,0.6172917699219762,0.17538035617217884,0.3722526053270655,0.943272832491672,0.5557705694989098,0.7198005665104754,0.4459581787810537,0.16605164098134706,0.21039019839736106
Ethiopia,0.8271351827628093,0.43348283175088875,0.3935233893933725,0.040954965996333303,0.013423920940121459,0.3906644648594936,0.7377183594127755,0.9971469195229719,0.19199118636226764,0.3097059242059317,0.5425880402846117,0.632960790143619,0.0717616029575796,0.6160698817563556,0.5650350303202117,0.47603571312804516,0.4801196721325176,0.46928336301902684,0.5458198405522825,0.34012904334027916,0.8740562790587961,0.03114824321396814,0.741360728019925,0.7217517744493349,0.5245122232437012,0.07650190556707459,0.1169153921195275,0.9430062874346772,0.9658821896687668,0.028658855739129963,0.8828739717062296,0.3249952275518302,0.6972876248088522,0.8682825563973707,1,0.8503970565194392,0.6751474827459208,0.878584492769317,0.595458654743061,0.7833957036236951,0.4950826692725463,0.6694471650063736,0.570946250705752,0.4568077853235182,0.7501727548965585,0.74987312234691,0.4385818484030721,0.7583103143421326,0.10897713943815068,0.7493799422831163,0.04854525521916886,0.7192906901630959,0.23396594860457043,0.6196751440110186,0.23573284128646288,0.4713722469308017,0.9759573326399269,0.9154273429518396,0.401755244833911,0.257901622750218,0.4078012139565399,0.9815069906535476,0.009940765228364845,0.8422167576241391,0.6650528047134457,0.2396216151557342,0.4494469674579318,0.4459044296395862,0.719450164007593,0.01987589714945237,0.508814660194328,0.5091291028453278,0.32435695743747717,0.4414725846331866,0.6276615351752641,0.56548519041523,0.25298029496668073,0.688828911453387,0.8645605217248084,0.36528502617224,0.1008950579826583,0.02682115047120015,0.4932813013497651,0.2427828513123449,0.3080644035787542,0.3022557940742384,0.8676411298993412,0.32827233098533615,0.7337758699941171,0.1933233085611914,0.012977852158992942,0.08568186703681535,0.2557801362621376,0.6732832871862481,0.5961071621957192,0.24563951658656602,0.40826667502606784,0.583919857405242,0.45046004320310284,0.48426221226479504,0.8798864488984183,0.6227397051266715,0.4193809521095707,0.7080544238198629,0.10536057475199168,0.3268907054876026,0.3761268666571811,0.38301756806214393,0.13440838339126704,0.6229091787968986,0.5530210290542273,0.46321786723036373,0.1484927847293871,0.9367777357594392,0.10483282927147708,0.2421767640822846,0.39733751431445863,0.40100906441405093,0.44655992112212073,0.7237473294618487,0.5393501734561803
Finland,0.9006950047239236,0.3785051568661094,0.3062795388913586,0.9041610796924247,0.9493743607531,0.8861693682035152,0.2342645591067538,0.6105426621364234,0.9003014854841132,0.7071754242003359,0.77344400324808,0.6639752738705194,0.040264406815560205,0.7318604256184754,0.8162494068773544,0.5565858883979401,0.9883632044143443,0.4026466065846481,0.23454833715294354,0.06028826852972635,0.06333610196031048,0.21136074064828636,0.732409171395147,0.35528212288850936,0.617988936983414,0.5396028972602558,0.4376636868067393,0.719166020550515,0.5489847302762284,0.7315356590297293,0.35236676243268994,0.3775861721342646,0.20357476782273765,0.45973864177629364,0.3081067549906139,1,0.6708744477716064,0.6097282594260165,0.17730976857754532,0.32507381259667545,0.4256540392862813,0.004349234692663573,0.9388333955589593,0.15577671325608244,0.5769541851704887,0.1168186544744434,0.1786588322847793,0.37255065063700543,0.7098186704964161,0.003553482330282076,0.5376636281768864,0.3845854746220071,0.7485637701040647,0.43046021060484774,0.8762749701722493,0.008458044846931911,0.14915635618032907,0.1307719642032732,0.6340527998407011,0.1368032381795784,0.1156958928457068,0.6079694667782611,0.9274496825552115,0.5222854138006842,0.9209411637238442,0.5129930569295992,0.3594249425591559,0.792105959687127,0.3424346836991202,0.7359774573863055,0.17442711418590595,0.4952915177811832,0.28074701914951394,0.6220682684585561,0.02859723039342499,0.1808394653405896,0.8221185169337424,0.495787599703872,0.09703065974090219,0.43924779627210775,0.38722611302856047,0.6462465933103267,0.5941000790962816,0.8541427641240806,0.11685774247696723,0.5719826356565786,0.17565593615728192,0.5717327014063052,0.9479240496551241,0.1806976086296651,0.5727834204713584,0.8366871812054159,0.13521569252575083,0.0788646172437697,0.004529543534731895,0.29268895200670375,0.5771885139548604,0.1347152234602813,0.9982479822025392,0.5438231182571682,0.3445549208089843,0.9551654399884596,0.8381263865256796,0.568255048451512,0.059087510821280054,0.2618075470786869,0.4834233656330562,0.8184305610229828,0.7690411202545187,0.27251259734702804,0.5407159364619611,0.240525363161032,0.9985481914007299,0.7124008430269699,0.2924459038874986,0.7930527262271281,0.7219441600853811,0.10719546693352733,0.8268265847681324,0.7274636500173538,0.28691645138496424
France,0.12044042784899223,0.018720434178629786,0.4673046962223647,0.12225210231569916,0.2678315845928222,0.11596216980668483,0.12161882902424914,0.1014530674645081,0.8946966863526551,0.9674681225986141,0.7720103440746234,0.6842659873694484,0.9736565924739029,0.5349654487938179,0.6467664782061918,0.7258871830210377,0.7921549995022871,0.7094390822747838,0.21071252046939504,0.04291510184649605,0.2680181770157133,0.5951999527383555,0.7436655686030686,0.05370561817368036,0.8359212703093984,0.5461259369597641,0.6544712101677427,0.7386771563702917,0.7087222467926946,0.9632025272566258,0.3539180707615185,0.1327716571699259,0.33338598611632475,0.07196147069305026,0.6511943445310304,0.996169690309539,1,0.8168186615214844,0.720475140373993,0.813510132420509,0.021722653822185967,0.651836775117327,0.9497901070631157,0.7345231927868785,0.00438583918340496,0.33347202900771156,0.9382394116842329,0.9506124747008751,0.9743807573238397,0.7294569185727804,0.6178361615217818,0.16263801848641646,0.54776377858776,0.50944369502676,0.6156391665457343,0.6694643679554638,0.15858077114312685,0.20539157209836445,0.0023527892449427545,0.37825072537787785,0.005312786688605242,0.19595906494549453,0.6115744312066935,0.698276705238312,0.556017935852397,0.3255272419763431,0.19511466215384932,0.42263292276200526,0.9196259365177583,0.9388507047386506,0.9737882348153757,0.9552950557428892,0.5172494933912647,0.8871678345312989,0.560511678177249,0.5537587167365039,0.6734710185587788,0.9616369347009358,0.9396202081224371,0.5361061237560519,0.4866393496540329,0.6526365896292314,0.5417926722495171,0.6817522036251064,0.9933407344643407,0.11464335996980524,0.32133437526617126,0.9686420222617335,0.4488023322083293,0.5058540404060304,0.3438732739417165,0.2007406732312781,0.06127430373482223,0.317819444522663,0.8408189932045327,0.9485565837852241,0.4852527660336514,0.35918994090204015,0.130475529348408,0.12467252277028296,0.032843172902513706,0.6713426048659407,0.428342027428785,0.4934746379051974,0.658443622152626,0.1817386145086094,0.3306938744854603,0.18965058101918097,0.7648686301760782,0.556541675654161,0.6107333351725842,0.6574222822342074,0.5474587845451299,0.5129348434881732,0.17702740917629267,0.25511771666340355,0.07225762741352182,0.12875206295091302,0.294802887284899,0.9128212809453091,0.570396076296112
Gabon,0.690636312888361,0.9840486607583832,0.7131615149174774,0.35321824430094884,0.5047510340893017,0.23901158637197017,0.31293808167976667,0.16413550485751338,0.006388376415160213,0.3883288554533142,0.9564292914540443,0.4163399313334436,0.9206928606672812,0.8349690058706276,0.7320286144825651,0.06914298786661477,0.6484148750419153,0.552676865549259,0.8290420909132974,0.26903517871457217,0.8092851440149302,0.0996546593623785,0.5958035099179247,0.7499792546712674,0.9276688788077966,0.5690275399250213,0.49237396138121514,0.7648368686232585,0.2742039403929618,0.929045751804259,0.4201705027692042,0.13782660582793904,0.274109475579306,0.11928380852522968,0.5003266072219521,0.32970387489039,0.7465234115349199,1,0.1676021616104133,0.6650231605896133,0.34482580121134565,0.23864550097703996,0.3885390880610935,0.92751356844418,0.2097944917634611,0.77836856791234,0.6448283059631891,0.09478934925201576,0.5270219244945396,0.8303133835324547,0.7687434903670706,0.5380220398185926,0.550359962875465,0.3573252512590406,0.07701182466875156,0.6474365727682411,0.8713207801783467,0.6565219168399603,0.8265098173573756,0.6282102563495415,0.2889617448737346,0.06540070241440266,0.0377258818827384,0.5549502416520272,0.9542295701538824,0.8171122072867752,0.7146649439970526,0.8659533381166635,0.20341130550315834,0.7255240402909471,0.7477345769991046,0.5177520472207812,0.6444496291679657,0.6389738037582104,0.4993531352499829,0.7766908898297173,0.27155132872197973,0.838308826307467,0.02387999163323129,0.8938602126829522,0.9608523404661263,0.019476751193842734,0.1590779581632067,0.8994176677842644,0.9098041470972675,0.6745220540229915,0.5580051375707766,0.7369976634390959,0.6163281620143305,0.8898997753835434,0.5054623780126917,0.841358679258598,0.24367377966898307,0.9549783714845718,0.6640542715669275,0.39666341461975296,0.3789957431050507,0.4369347214740932,0.5168546147596345,0.44060659491576637,0.9111641820511784,0.7335639390600843,0.6740288468405773,0.8974672885448824,0.5130405161897091,0.16820934927503306,0.050195374996597764,0.6988893301190577,0.7828739228027318,0.5412293227667507,0.5033590541197862,0.5141812620601083,0.006413595037330522,0.5317840854282668,0.49043811587362196,0.3502852047146172,0.7986385780067387,0.9097173633974956,0.03267709883964176,0.03480247658028279,0.5222746574488069
Gambia,0.3650669445975385,0.9912175334052249,0.7586853106750877,0.42245667074120696,0.037586913960951374,0.03077719624062325,0.07246571399440416,0.1974380236506138,0.012054415560988407,0.5902981164240534,0.5099264142571229,0.6941518650416576,0.3068754477534267,0.36763898527686567,0.4240963991181461,0.08303127027307988,0.13055313829705917,0.2717759590036388,0.42101144598139717,0.2795300279416265,0.8996974250869566,0.5905955798534874,0.2249298901252198,0.9291897095577865,0.42258509225821084,0.16528890693041431,0.02546016819300767,0.9357039533716374,0.1558030044498946,0.5934448200514724,0.9583926343352303,0.19110403932066877,0.08588046333040056,0.33439164772030106,0.7820392847903197,0.8326144333601557,0.4895233309522595,0.9142625956479808,1,0.31968835068459744,0.24614721707295828,0.7800476078906955,0.8273336364613824,0.04068654780209824,0.15723042329155845,0.8777018913345359,0.17887492134845173,0.000271787111244981,0.29030982380245596,0.6710533677086142,0.7433969498489829,0.30411316744544625,0.9339979059475236,0.6650322780496792,0.821732287880983,0.650681573081048,0.7400173443348178,0.1221780965759891,0.4164181350751258,0.8568136661142673,0.7224113218229561,0.22503192596527788,0.972515436298589,0.3002066802293186,0.3350124475428118,0.289615292352033,0.5710405320332951,0.9462785426202859,0.8093368353555445,0.8053168308129909,0.012861857548137956,0.4894673584275515,0.5234354501039188,0.9843029235271844,0.7656830182428518,0.2972203928334687,0.5390109190838098,0.1259439360898723,0.9667949260204232,0.15752718441321545,0.5686366833436196,0.3422177060458894,0.8251088526459247,0.15314974577173823,0.24360450989812654,0.27668488861447116,0.20723445319206435,0.402144516538136,0.06542780286717043,0.7362683200880609,0.6129506599168555,0.7901013296498407,0.3112844211313448,0.01912404985232108,0.8597835276118101,0.1851380387184176,0.8574589709504483,0.10884230770247749,0.7232275228776558,0.21368378719376802,0.5364808828795296,0.6793208684650993,0.22554737969781535,0.24592743267086203,0.8201260423037909,0.719362020016324,0.37123288154465417,0.3954004595463617,0.17947760722464579,0.6746588037887681,0.11227614028296773,0.6170366604500995,0.584169169198711,0.0004584618043236288,0.5369932272881881,0.5989145736459981,0.07273044064033662,0.8553560034038463,0.832853639379317,0.15272290740071326,0.41742814079159485
Georgia,0.6563135844405258,0.8404691762694059,0.46058395562019483,0.911836289163141,0.7774967181645038,0.9085124402732002,0.6982799580460546,0.5733643729864148,0.3518753756591002,0.23055602606093006,0.26440083171830797,0.44311418961423676,0.3870848649032709,0.4548808002879172,0.23570789084338983,0.5570480642598882,0.7550023418105867,0.8861068080363442,0.20270147936607374,0.701578033942644,0.27799204929282373,0.840460110935471,0.5691652207129074,0.6781568972048061,0.5317372963622924,0.08630696405261373,0.23739010030836694,0.0763345365125021,0.7551050789347795,0.16376688947099916,0.8140515033090683,0.8246023144218141,0.6400036993347643,0.5944401251370717,0.43895717895526154,0.6455081674957397,0.4778446659171147,0.44155796564929195,0.6950367999338218,1,0.88133264925262,0.7356190392767601,0.7810452041316709,0.7481173645584277,0.07044195638017314,0.9883861946197366,0.3490977004301119,0.5159834364453307,0.16080271041500593,0.20593394637201545,0.42478664032734226,0.08532147276752555,0.6556971616278201,0.030565463747817545,0.5132911138702007,0.08524282973553876,0.22218492603163353,0.0800747657848162,0.8719681582053244,0.8282956245163207,0.45528212103802723,0.023066698406640218,0.3846570000628071,0.033788312488848726,0.16532759084947357,0.6744600573482831,0.35495569743526867,0.2538188279702389,0.03344847778114046,0.9672519928375453,0.6604925852280966,0.8683183101777134,0.693416178455972,0.6890471358297584,0.14957134621226187,0.7022429789786987,0.7108039804771865,0.44573492173938234,0.05029753871608755,0.5330217854567382,0.945452727481188,0.8952820732957075,0.721556157893825,0.4073928348270528,0.11101521328719643,0.7752127128095205,0.8789843121461953,0.9950811559083071,0.7622673269721773,0.006422765567013489,0.6583642541116331,0.5630213254360056,0.4623486717218128,0.46691802032819685,0.40098685636659115,0.5125879065205053,0.523034812217725,0.7840572002796293,0.25443648322952517,0.9047998282206391,0.5065705539146099,0.5381983100283155,0.03824618478402109,0.9400609216649315,0.6313369139372763,0.6410764813042592,0.12943341697722321,0.10259960836562043,0.437358674842944,0.6774636595221059,0.4186008157969011,0.265772903033358,0.0469693921528298,0.29178849028549836,0.1906364371634749,0.20966922354276474,0.764397459418349,0.7961292137490874,0.884225077559946,0.6284890246117344,0.2639630646118921
Germany,0.6705277661129682,0.46720338286250374,0.4423457319530446,0.45756639320281756,0.5050401344199514,0.7565237288804387,0.42283207616253493,0.6990969669630381,0.17176602826166432,0.41229388902120834,0.8083115608109298,0.6706330444149554,0.055502777586419305,0.4587446231407126,0.3419700880395571,0.9570265622700926,0.5739388982782436,0.09037197174097433,0.7931582698498273,0.07285177365919693,0.6035035867245049,0.181395073980388,0.824929405770326,0.30239576508289323,0.8258306408283808,0.9298042563649863,0.3204326025151073,0.8906931854063032,0.9943741991490506,0.17470560743308616,0.2368542405957791,0.5788539000899463,0.7414750323809004,0.7597603157351847,0.9485483624244007,0.07894341926468007,0.2018149379362647,0.12494576679768177,0.8864548634301005,0.8037352189051562,1,0.7070997380632088,0.34695005874450513,0.377582531629132,0.23836821307470135,0.7319978029948997,0.49619025500792646,0.2663799133693704,0.3384904260569307,0.03394551229163534,0.879174811769407,0.856034542965671,0.9052394465265252,0.43214299388491584,0.42047661203545816,0.6841576094447217,0.8359481786258829,0.2737795249042101,0.4520451746780093,0.713609206696374,0.865075612720829,0.3381535379528111,0.6644594984310702,0.4573111440568216,0.611460017851609,0.5375112559289266,0.07606248439974639,0.4021198412856678,0.4210581891911278,0.08759082877930291,0.6806900230186669,0.18786460968797525,0.4670736810285018,0.5820641931285893,0.8676262702225527,0.6003988585444744,0.08486276149440142,0.6238500568724945,0.6356432979847334,0.14435382040328126,0.9667304253766817,0.392481239970629,0.4208720712667712,0.41185773037503115,0.607255212460308,0.49054033667925523,0.5228500664181162,0.6235804344260962,0.3073222520378027,0.34803598415111536,0.6830120409370173,0.7108336984598702,0.989041576264327,0.622488665347879,0.9655430488007195,0.32971493435440047,0.11462609316657935,0.2115269029730129,0.6818173025204204,0.10882167997947612,0.8272516374962727,0.3074648555911673,0.1832501986460161,0.4034637706640698,0.979222001681897,0.44372514531301377,0.6822990769612072,0.5969608067686009,0.42307801347432505,0.9941844310320996,0.8485702300692242,0.371057956626645,0.16950061828764096,0.44486349062967045,0.6422459544671533,0.9240228514974698,0.02198080682693937,0.007588724139682923,0.03173804036553518,0.20480375538014362,0.8489455850646902
