,Afghanistan,Algeria,Argentina,Austria,Azerbaijan,Bangladesh,Belgium,Benin,Bhutan,Bosnia and Herzegovina,Botswana,Brazil,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Central African Republic,Chad,Chile,China,Colombia,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Czech Republic,Democratic Republic of the Congo,Dominican Republic,Egypt,El Salvador,Equatorial Guinea,Estonia,Ethiopia,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guatemala,Guinea,Haiti,Honduras,Hungary,India,Indonesia,Iran,Iraq,Israel,Italy,Japan,Jordan,Kazakhstan,Kenya,Laos,Latvia,Lebanon,Liberia,Lithuania,Macedonia,Madagascar,Malaysia,Mali,Mauritania,Mexico,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Niger,Nigeria,Norway,Oman,Pakistan,Paraguay,Peru,Philippines,Poland,Qatar,Republic of the Congo,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Serbia,Sierra Leone,Slovenia,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Svalbard,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Viet Nam,Zaire,Zambia,Zimbabwe
Costa Rica,0.7441369308804145,0.8912277004907752,0.9954109214519465,0.8544579282928082,0.4494073428135841,0.3770629820956921,0.44836175150338065,0.1639849280982839,0.4027800357526039,0.7991297979436618,0.043340220693487086,0.18308544412318462,0.37349908628410844,0.8825699083689765,0.5067227430202323,0.11758376178100549,0.8276804388619265,0.7852668966312466,0.07856998176913621,0.6365816556461408,0.5016206899916568,0.4639613122503792,0.8356583599607307,0.6552165093768744,0.9979669533166051,0.12586014312630678,0.1082836034187421,0.11536297857530065,0.9457889042721934,0.19065110953397935,0.9781173976063176,0.4066333611770069,0.7140067110547538,0.9942282300015296,0.28543608400242115,0.24386931931347733,0.687334499548412,0.5650784387711574,0.25277871260273155,0.6305277217328269,0.3095009543284628,0.526559416384312,0.05034111136537023,0.025716868915611535,0.5462971388677339,8.033263706108684e-05,0.15435505270492944,0.37828176849926043,0.4798085315406433,0.2022361383575597,0.620039960362159,0.8545258065431891,0.6063294888968024,0.3189844745037531,0.9625007570187443,0.13321838842139666,0.1503563080910888,0.048266776525367705,0.9783520941322683,0.23189237764748505,0.7027496118059376,0.4639535326885348,0.07918140619387937,0.156747791134635,0.7093969674866858,0.6232021727496505,0.45403458424577015,0.6424613976847879,0.6180860874946192,0.7668473759422197,0.5354062952030679,0.9727525369962351,0.5862938956854793,0.7008471256185853,0.8036373689589464,0.9427761348556939,0.19975589262480042,0.822642859950014,0.9459965148501629,0.42677274903060514,0.18145435929011522,0.4405128546299206,0.20906091756499634,0.3017662171295057,0.8602212250556361,0.5464213992234307,0.27028240284455163,0.25093233598140674,0.1442912915699054,0.3607180739353365,0.6561931150653781,0.8201578722531342,0.5800684757998812,0.9428773954191403,0.03638280760826895,0.601608727675457,0.36156914777326976,0.6754944218157607,0.766965088083482,0.3651509329868028,0.5536659379925221,0.20530684247503883,0.8516240268252177,0.8395272374419191,0.4583898254088252,0.8828449459104616,0.29386446826953183,0.4008219872931773,0.3398638983327531,0.6626241326143514,0.46456651435751717,0.6781048271226532,0.943852086003615,0.033589957439106755,0.5846859562921051,0.9151176813914231,0.33478472545100113,0.7427556862215877,0.7177278457452613,0.9900430587484449,0.38300590627128506
Cote d'Ivoire,0.19459327705941754,0.638497709330016,0.5444850142614408,0.0686557062827674,0.7275813610653472,0.28564307952566337,0.8094963792153166,0.3660884028469218,0.4677077959146111,0.0722519026966375,0.6281642473743272,0.3118801827637184,0.5796597000040445,0.6205871697628197,0.5208142818317557,0.6076276352535971,0.5172014272580493,0.05596305328233575,0.5675632246454718,0.6067485476949653,0.7558445642820357,0.7557804221832639,0.9386240003977337,0.23033167561832546,0.7930467616505914,0.14890230384585823,0.8732613305642536,0.7137493617998272,0.8081642130214985,0.06798313097454123,0.7148899944891626,0.15037624945686645,0.23581829753640005,0.9634713733110768,0.5351920144547377,0.4955671063709266,0.9467825530497234,0.6075310042032159,0.25357885659466894,0.3673988605860061,0.04002376331916935,0.37911605584791386,0.34967928253075875,0.6086848160866021,0.8205107806956682,0.026848117956702833,0.5955886052275755,0.2569084033798489,0.36171853053672687,0.6077064011378412,0.4078747625713698,0.9519265030941466,0.11513752995263482,0.5779425207858041,0.4947972401869454,0.5715216104208505,0.26465801914069864,0.8481829944518261,0.361912916217457,0.7293456555764598,0.7238208213433628,0.6740903868972953,0.4118675015380089,0.5126570225642911,0.17877925596618438,0.8751859083797382,0.2898670921100541,0.6034830888814886,0.8145584893671959,0.4402660797022864,0.380730185336139,0.016180379171603643,0.46378209008450966,0.041155512920293846,0.6523526807246206,0.3834460257712219,0.6374642599282139,0.7819502162082479,0.20342840107937632,0.6343683539039302,0.37920025970697213,0.5249283040215452,0.369217349723442,0.6334072802392392,0.8337399111651368,0.6308245850403027,0.11948430204565641,0.6071441028875769,0.9344597476851892,0.3006495681669702,0.5493885245998084,0.9329969240634609,0.7211927715136438,0.06760265963749745,0.9774405045422687,0.12129600712164057,0.45290106055668045,0.5217214655309614,0.06844298426483741,0.4632200976152121,0.18124679251114384,0.5865908116605828,0.07664534092827013,0.9168741061326005,0.6987115075152205,0.4160905834117019,0.4582576694879723,0.5890079957689575,0.8529234725545726,0.48207780008943035,0.4712100246198656,0.5705392414270607,0.8216242234759888,0.5641558118143417,0.7818847081576404,0.06390003688840828,0.5801848787975812,0.9117582132790267,0.3346717128881864,0.4429613044332029,0.6282064751778542
Croatia,0.9357625969998049,0.9164293887646684,0.05316186923615318,0.31526342264118123,0.5759069657123885,0.31590120471901395,0.6498967392889935,0.9803046825490869,0.18211975996590257,0.7214321373046493,0.48343146775262735,0.4478957762668274,0.5670965409725757,0.21920965804845172,0.9834320676205875,0.9513613375304598,0.24184669443141626,0.3425500112008323,0.7406357615586802,0.17972685652102172,0.6471486433076279,0.5185554938345842,0.7467754951508353,0.9288973960625005,0.21259834172042935,0.003041833960091278,0.42270786169577546,0.8534088605060756,0.8243916816298947,0.51139362548016,0.28732795262115096,0.15646745327501133,0.339698058129035,0.9682634101975522,0.9739845569217882,0.0581341125566176,0.39255958045443995,0.15808988549236114,0.3001505210170423,0.5023163369132894,0.5496649416621839,0.0698709863510939,0.5290224116771518,0.013094357164709192,0.3574464264223668,0.590715247635928,0.7368848905425713,0.5390060389342903,0.6820458106418189,0.39447040428570235,0.8815640777348767,0.6379377437401698,0.951201123550992,0.5935651258765926,0.8584239737761791,0.7886574671799301,0.12203679454635508,0.3862828867430955,0.9954358404700167,0.9571065434353285,0.4833099070419411,0.050564359525996805,0.8472313404259268,0.734886147762594,0.2632459204425265,0.9963032115681568,0.13685830096326967,0.31139624398817056,0.35156986345949137,0.45048239510830534,0.8657609280043764,0.9090787051452701,0.07058621284148381,0.6675732672333271,0.542731598023002,0.052336970590716514,0.1868591638008653,0.07375085822504857,0.7029249605019956,0.6222714329856232,0.4156159492583834,0.5133323356954986,0.5743734748153735,0.5524430801095193,0.23300564764672915,0.26756814408959784,0.304676232710999,0.9137625493523142,0.7525953943194589,0.3287246170381699,0.08755571289117714,0.8997484112538772,0.4149736927707399,0.10800313398970618,0.7867469959017148,0.36543422153919414,0.9580648804537996,0.10529781560801055,0.4280292086468911,0.1521094005295156,0.839618127064471,0.3648228244073367,0.6552500815091696,0.5454021732717858,0.7393780975142674,0.8051714877500401,0.957205361216033,0.5771272187375484,0.05984345074200137,0.4954705583227349,0.9821622844829523,0.9262759258602538,0.6944501966767674,0.5474027301058557,0.4218322540526801,0.4779912267867481,0.8614878175706386,0.6595015809671855,0.9145133841203007,0.748826565354498,0.8991402524166138
Cuba,0.9409732181599617,0.7579796264981543,0.28357303825917646,0.8390984871086242,0.5376365874121011,0.21668482939788092,0.5605554313619203,0.08624835053796243,0.18118383567114582,0.9584619005159051,0.5388662444047507,0.5742943680765535,0.022365599117697976,0.005836815565321896,0.25852120041566984,0.38104521944100644,0.6722384162651016,0.07798253286260892,0.5078720847062563,0.3340991093910681,0.6678170663911914,0.8369510202606517,0.9515796690736765,0.020707616181233734,0.5030374070105784,0.5287715817356983,0.8367123326939719,0.5062353408441075,0.7099494272810366,0.5522547479721025,0.1563173288026748,0.19845584790383264,0.797326356222094,0.01952688603633812,0.7226387693341275,0.7704339577852151,0.7943994696151816,0.5605210637455945,0.25538157160958275,0.8253242962407634,0.49424078540315386,0.1305027056696868,0.0015545160505100464,0.3143782263949838,0.9981038393969756,0.8580511506117553,0.7346466800715942,0.3953963957738512,0.5709408009420719,0.308198257533172,0.19535982387994866,0.13656940044831245,0.884175298000661,0.31956351661972304,0.2845349041848453,0.9115598167419922,0.8981242121988124,0.04774186494483523,0.3646481040857892,0.9040103532528735,0.017309634218989012,0.6365381583954071,0.3532993661485939,0.9740352891748505,0.05972787945804614,0.49041653846436917,0.7989084478133621,0.9877147906894422,0.3746983755035689,0.17468060300330324,0.42548914521919334,0.6677972926668506,0.9410081021577784,0.9235330835208141,0.6614119806650581,0.38343777238156573,0.8149112567070714,0.820307095640396,0.7336092365452138,0.24778594708364043,0.23662280256094037,0.4104787248662729,0.009906398072775047,0.3181762871396453,0.2816087877103072,0.28134391973002026,0.132266559325675,0.8720702803806303,0.9522272443415574,0.5872794659728728,0.41520238218246086,0.8342217580366152,0.20003707535678183,0.6235081140755172,0.12026542727356715,0.33108885910854535,0.11201071873686508,0.6428585414572273,0.4955221095828337,0.04882378712241231,0.7461400956307278,0.9375714249906443,0.8472623049117262,0.121140928884793,0.4617245348362522,0.6485073250416823,0.6715441953268336,0.5032674287008853,0.8487280016288155,0.9376756582504221,0.9760728973367356,0.32944988065566616,0.8241973283486135,0.9580654338804874,0.07136627321819855,0.6962915913642161,0.9398175078937188,0.30277669628840365,0.12313263357255833,0.35063669587095103,0.5380937994204702
Czech Republic,0.7401353769719062,0.8476413811270124,0.9506538005812448,0.12239561182390757,0.46945245400723423,0.2964738998139619,0.14650051297027056,0.7167277824292304,0.3536131121618479,0.8656456778672087,0.31107177850835466,0.7331245946151416,0.5359308917494108,0.07135357322192537,0.2590336303036268,0.5816337881589999,0.16939021118242636,0.8079314712611679,0.6172870961557775,0.03881218992926727,0.47879822431749464,0.6627545993600492,0.44212894180201734,0.3825540053701507,0.40848763721287107,0.2620820517104465,0.27489156562961903,0.9571587117954109,0.787302646334353,0.3437003782593462,0.34921453543357595,0.21296860925656924,0.44352057701089465,0.08668834816879745,0.3309201503872622,0.7196126352640191,0.04058164030276823,0.5157445766787968,0.8466504432542059,0.4730855354685831,0.42049120100386805,0.834561770465016,0.7457252675846103,0.49702614408390244,0.07202266619378472,0.9796177746864165,0.23097510077015415,0.9911687175171219,0.99035596877628,0.9863175969473845,0.18229682669237712,0.01758698381252677,0.832465797508518,0.4067837880581877,0.9844893163607555,0.8571057349280841,0.59883933738805,0.9459182172504564,0.2610765356168815,0.7719955986136017,0.9329206905178216,0.09644202507775645,0.21696709790352897,0.45184711211503337,0.21193628067776393,0.7823900067515825,0.8213890054529224,0.7947906233883202,0.04413556204493618,0.252030311334286,0.7380408763287822,0.7029181024447986,0.07952474416924826,0.025104724971921066,0.6116261616012518,0.475851434384268,0.9807337753032241,0.40282094763176257,0.6110895594617993,0.8308159085904447,0.6918308619687358,0.9524089735375529,0.08241998252717264,0.9144435551210451,0.8366570391640777,0.6663206664119925,0.43292750180558215,0.8655514122029604,0.9917869608831714,0.2924152166965277,0.08197465018286398,0.9248708034005227,0.1282884982414937,0.4654888560462862,0.398880508997404,0.3249808705050451,0.025766601482357543,0.9601300068237308,0.7350844705373933,0.9221096552285754,0.9213635908033876,0.8305308944103972,0.24617417205005732,0.9131168643329987,0.2219134343580499,0.30757560758421576,0.19836265643542506,0.2130529289438412,0.5422118706077697,0.7985291209594922,0.008804994483420425,0.0457733614468151,0.39788135261135515,0.6581993957377189,0.919642288531655,0.9279786908141898,0.872734729603658,0.49482000499910817,0.48720340859545885,0.5286837033123547,0.6919423708973492
Democratic Republic of the Congo,0.17515654481378184,0.621826645900524,0.11060397792613941,0.8968863469037297,0.6705693556656144,0.46633985016729174,0.05016917711872948,0.5834300868477333,0.8592676227661993,0.7611525763165486,0.3784773742206482,0.7448058195951668,0.3826446913578906,0.7776151771739835,0.08344758965796217,0.27762356170337643,0.1369135062738862,0.17708604473300427,0.9463081151444187,0.07417572905847725,0.34702398590464245,0.47604940024887354,0.6277696702370137,0.22380037046064094,0.9228783202683841,0.9648638351470175,0.6917329574562402,0.30953374235009956,0.7807032858758766,0.6510140847311251,0.5061541744354956,0.48745936745321317,0.060254868123434724,0.2658640016270608,0.649868792519098,0.7494187691263184,0.41024295123138366,0.3975142845370744,0.18148034658200918,0.0023156995325868124,0.5909850300748278,0.0823649888524054,0.8948680220162418,0.9786708027950622,0.30891548290711224,0.2450624540652233,0.1329211780920716,0.6612107022111194,0.7340702339977843,0.2085658204088081,0.6102072058562578,0.2986762919405481,0.1423206079712941,0.3810574397090757,0.7084638247926444,0.7756621619464321,0.9919561337925155,0.4631962294511497,0.020443470597564573,0.19785065067682683,0.44060403465119735,0.0857565340300751,0.3313006306288201,0.8609823659530241,0.9560846393075529,0.20105865587858562,0.01800645606131812,0.10705669927537687,0.7857332599722965,0.6834332037754561,0.9681023155731425,0.98407336695917,0.6008254767136962,0.25976111118438316,0.740185867317596,0.17237707286828552,0.718166775208928,0.07239508492929503,0.8648523075328512,0.3695879360966381,0.19252702151693313,0.8936874308852625,0.6664839425680681,0.3523152284288579,0.8230955502428964,0.17066562535303487,0.756928634481047,0.09258365526449541,0.05622872790470157,0.5240589103496275,0.3044771056878367,0.5588911697746812,0.21428478556385677,0.711078853643955,0.8014427104785172,0.5614179605088656,0.4513081478300691,0.16239346273599653,0.8186529808301064,0.364372788375239,0.7282509841950734,0.11889503393272671,0.015011462329802105,0.3121356775093851,0.12539019107346738,0.6051716510659766,0.38067922389811926,0.10927812301613704,0.6185799198001518,0.9749495199708565,0.6404972149869353,0.8986594525858851,0.46244123867687914,0.14645892657424064,0.35888823482902865,0.10009837156198786,0.013612442617125908,0.22121091057552045,0.8641982645221591,0.3758743124511995,0.8511689716765067
Dominican Republic,0.3509295653019321,0.38911352995768533,0.8537308552300927,0.32948783953295435,0.3118685371942238,0.03883389746003252,0.24100290634092503,0.5799340623552003,0.8992877854538899,0.9775591476010764,0.18381661331984556,0.35404163470977723,0.6279072617471249,0.1370594131425611,0.5359085849779335,0.42035314379210653,0.0736697347163181,0.6502652126120186,0.61793846597832,0.8398725644247744,0.15708917925848953,0.12722580030596364,0.264631218134354,0.7304671291210171,0.9489565802703943,0.8285226177541811,0.38177296341834543,0.6197626542327583,0.8701427242186913,0.462716429831295,0.2900768273076775,0.23977679773021365,0.24342910485979574,0.11236582470807199,0.10248547575613232,0.05678112679378522,0.5560802909758078,0.5421985131137969,0.331793599576631,0.8847543313777998,0.6525218275978062,0.6310885116361092,0.501199967141863,0.3126741614937337,0.8646448981614968,0.9002140281713258,0.6358129066249512,0.9920165676551538,0.7307125357687655,0.7571721559348449,0.370414455171165,0.5771379604525467,0.9526882316933971,0.8041964235858884,0.6579388442803643,0.06048308855241935,0.8517889184702757,0.2075017533945933,0.4188040211217192,0.9101791145804441,0.7629347221366406,0.6586493039957289,0.8644723588757477,0.6334978143049571,0.18179302735905134,0.6687004034256038,0.7916815324144266,0.2423441764734624,0.06878070834889038,0.010716707302861339,0.5904290659071547,0.44239053792436533,0.9326948445708293,0.5065932457822351,0.4649926283547623,0.5262162649918702,0.8106320643508566,0.215900577413775,0.4201214144737552,0.45559486662571336,0.1357686505359108,0.817852214801509,0.28379310283944015,0.5807863347656833,0.9102216182340384,0.521038654153147,0.09496180994501158,0.256970689627655,0.8499090307180723,0.3053147636611021,0.7373159170627361,0.9964681985270633,0.16964450693269595,0.8646178781962397,0.36704163113227317,0.2347212189397977,0.1311478140353075,0.9580654513399449,0.8711057660043803,0.8427293945403709,0.5299686585703198,0.3835346614946227,0.9361887887797686,0.6711129638901369,0.013024090321780757,0.3755566346781656,0.547860841269044,0.9183051411743689,0.08956800422854294,0.49639233158615526,0.4911048721005278,0.26781970820305845,0.21414256819730493,0.2571530150879595,0.5982965043663846,0.5391215194612158,0.09700756309530256,0.500636522101567,0.8409596537109664,0.3474049062958754,0.39742056011113547
Egypt,0.08467916976906542,0.8177989535951811,0.9753193084388769,0.9619122491902872,0.8427658367974931,0.09712986499193088,0.1573948235396625,0.5438310619432616,0.9996982340247567,0.49869246294225555,0.8271737661601198,0.9933287802371314,0.013244024812916089,0.986547372704929,0.14241861901878294,0.821694848958161,0.03552627853825552,0.25490692205991583,0.5277447631257385,0.9953886942766732,0.3775646158793057,0.7417729223563989,0.21113238178782545,0.4870880949991162,0.32530867075947856,0.942329835063697,0.5123933873681303,0.862116384216374,0.06043323146366886,0.4402123498294399,0.06955978521954942,0.6972464933109381,0.8849230648520338,0.15816069751467832,0.5968288501412601,0.3794967935460831,0.26590044607588226,0.49075910903377906,0.9442475216316064,0.7462561444847601,0.34953051827714,0.3324004434151404,0.8577920054368336,0.2561463697622065,0.382143847935582,0.8031132896963049,0.4747843993102251,0.5199668543312154,0.6898737416170618,0.9991133792693409,0.5952300898822785,0.5250352255324429,0.01683175496445577,0.32550131787002723,0.8304874004816691,0.8480523143212498,0.046922942212905716,0.6109370953838729,0.2602392667085597,0.7849279306751946,0.19705576307088557,0.11092374328259702,0.33276053699264263,0.08934457432737242,0.3477022984575072,0.2546265718255898,0.961346725844096,0.2823079795120301,0.6022487229687415,0.8675620483759441,0.4135941428571759,0.6993125497469864,0.9976543831632502,0.5761128165858931,0.6639717383783522,0.1833189435748851,0.15418973051145501,0.39280560503464557,0.8571329642340278,0.9795099806841797,0.9217547978122591,0.2940365631290601,0.7686614261657148,0.23720046583451948,0.9256966249325219,0.047111314403134985,0.9027074494624511,0.16395829849781252,0.9132500093562174,0.562544906593935,0.23396851238128102,0.8208851879932969,0.1445876006076523,0.11324736400556745,0.13327663326035577,0.7829508785313077,0.16819170062398392,0.49933631240235243,0.7402121241655034,0.7276857515730469,0.8407661911055315,0.5189443088779249,0.8075362038622259,0.11900296206066696,0.7965697348721074,0.39867185701778785,0.15758631630339104,0.6297188940875692,0.10803511419483935,0.5196435633693127,0.002699607965750195,0.16929349825524653,0.2643260311624519,0.330435490690979,0.6334087575988088,0.12841184753182777,0.2846086049515315,0.48235032455755367,0.1070890483508703,0.8492305163859813,0.33339904853867397
El Salvador,0.4113846837614672,0.6890795344498907,0.5145639390683426,0.7773198466862951,0.23480494372481486,0.9616340783382739,0.9323954335605766,0.10722623821949095,0.603660062819536,0.5688068250107594,0.046471376735554015,0.6215500448490012,0.9680093309821518,0.5305390180107484,0.7210831032734506,0.639788963583866,0.9682985696144231,0.005699749240709373,0.3967088082281147,0.0644928681633734,0.9579138570786992,0.7859843322684316,0.2348915940316909,0.7269055952288853,0.6206088693343876,0.9100870576796214,0.7557991102720172,0.037677118473798066,0.21911491802597627,0.45121131939763326,0.7089624696502469,0.9984643330465361,0.12439541295218604,0.07913272152068118,0.6343343149240138,0.8779448602349296,0.05193017771575037,0.10395039013297325,0.00424834024782017,0.4078151317841907,0.37643728317479186,0.5102428048863573,0.4012964859926542,0.595133600788194,0.5606284572674709,0.9755328909872935,0.9356223006084216,0.38745257761167995,0.5696791713968712,0.6314437026879146,0.0908045641420977,0.654291037186591,0.07346596436480535,0.754850388917283,0.8234903905822124,0.3098939449878717,0.5005769745602984,0.4056854024705645,0.9695273400550324,0.7189148872327927,0.49267608978358346,0.5033419151505533,0.5727481086715709,0.6928480996665441,0.9864481078427316,0.06770737275416161,0.7873424926248785,0.15734842314230002,0.6607724380951794,0.6997881342127652,0.13996359786109736,0.3589221804028382,0.917743512952812,0.7286928650139983,0.3829475031019788,0.8551498212059353,0.3657162916184542,0.3156548504802438,0.6643758276304942,0.48783438014589287,0.8568105329788949,0.8199704546290023,0.3818912678266333,0.31466730298300605,0.8889887056179862,0.40119988692825825,0.3037077762082424,0.9227700612200099,0.360814703739749,0.0001319765354441671,0.2946636372488979,0.022553513083300003,0.3019251728100447,0.3225419844484946,0.7196148647284527,0.17902998158016348,0.5154801370462795,0.23729657115131297,0.6925950376074573,0.8932837353949052,0.5547147754584908,0.40589892508073855,0.2903888408669816,0.024609999331896892,0.5960759679438365,0.6582123566504248,0.6404031431583576,0.28532415802623823,0.9674787319367303,0.6448602667973895,0.7031769900923176,0.4400104895602829,0.4200703007439175,0.15576892272466802,0.2877307119695445,0.6152176196952714,0.16573638567611726,0.8618923021282437,0.6755227103101794,0.6825506599970845,0.3442630426324531
Equatorial Guinea,0.6701355001146159,0.7522509268115244,0.33139036453665693,0.015379699989340745,0.5031517667802037,0.5614424856500083,0.9802473180719676,0.6231079602785886,0.12348547795281062,0.8419405454429452,0.2976850674718139,0.4270822587693227,0.43077899643125517,0.8958206544680066,0.4118409042494001,0.13818379185445295,0.11776786692494934,0.5573758837403678,0.3486718772305528,0.2791664515106187,0.618816573339811,0.42646526161168496,0.9454693019670609,0.20403257780182282,0.5166953827379382,0.3329327188967064,0.886039776908619,0.2026682385671934,0.5184315735341295,0.5573771081871404,0.14942938589129406,0.3836325717524701,0.6403808830694933,0.817289699607453,0.2816208732734974,0.29590108863215137,0.6462181285585233,0.9188396587338699,0.036451861519021134,0.6270868207565066,0.1743942874048391,0.7628611279360619,0.7895074173980576,0.6330767868021506,0.7531515754575713,0.6251614150726221,0.6400864875961129,0.6398867557649447,0.1866041823726241,0.5118403894015546,0.8191515919595251,0.014411243066386414,0.9244407101846981,0.5685289523529377,0.8719863880457802,0.049391436239937136,0.4743854053751787,0.735780203658539,0.28247843524008975,0.6499349705623124,0.5709033769806936,0.43603437331448114,0.6181118022531982,0.5035251020356561,0.40672722435301967,0.6922397456429457,0.8950292273801226,0.30963591317933115,0.8120663224099522,0.31310637754458015,0.7912066097950069,0.46917447510790644,0.8697948011214177,0.9972383582628339,0.8460924816972194,0.49651997019163663,0.7962631272691583,0.17613631239430216,0.4077900832525053,0.8822983515346589,0.5408814815197933,0.6330444694126683,0.9608528241716847,0.054035856320055475,0.2812630434946266,0.37065162536671703,0.7532315400425943,0.47069633234084785,0.16568998131159818,0.6495764658894881,0.18291335631203076,0.326245337136184,0.4341520089779285,0.002958723368586158,0.6847917052423254,0.63580026148292,0.16542907212215407,0.8007736118657056,0.42966590266237303,0.6140068386414295,0.5581693596912689,0.3474031578362189,0.43338535551165513,0.7411214083630927,0.4969181003622878,0.004738379283760641,0.18876490972085191,0.19209793040115453,0.3269772444727713,0.5191115226547423,0.27924462336322353,0.11230499650706549,0.5898319835950955,0.8286817860097825,0.3832043674383391,0.9111255130636376,0.9867881432470613,0.36642850033439034,0.5983078456458651,0.9787494556035795,0.006280338883288716
Estonia,0.823130651064984,0.9045742673227827,0.6138211139377946,0.4865390995619918,0.8047948681716587,0.38027476362393153,0.37040596696440564,0.17777290418873082,0.960152842661219,0.5511055058798856,0.41231861076668397,0.10872688601181202,0.2795166565566277,0.2711343349894517,0.2926627029925303,0.2672560910203058,0.6920308961546721,0.8678903824115319,0.7722572882390631,0.8513751850108948,0.5055048870476629,0.5414605891480628,0.7546517734788971,0.33595982005162517,0.354014471529836,0.651838387029205,0.3731208144367726,0.9947030479293705,0.8968248106520796,0.7352787012403104,0.5503241488529649,0.5871751754854518,0.7814259936579229,0.6457546942878043,0.2546782742927196,0.0006792556403609762,0.24072204823298837,0.11802568421131099,0.1391170236690693,0.4179327215399946,0.4432840866196044,0.009640943407837055,0.5137318516979359,0.056217201776934345,0.3857522408181622,0.014894602075321006,0.7946710820343055,0.10740663296989539,0.9957839586407157,0.0045086007372996395,0.12968312056296416,0.6444655907256712,0.5928489807458192,0.1552833300090044,0.9393991647256027,0.029795466161117168,0.5845667924116253,0.504510185084127,0.6530795487844191,0.18000333226058296,0.8199391773624688,0.07909093013756929,0.10677524816949946,0.7827586302899708,0.9512423438940129,0.7900529273668842,0.009570140962037121,0.9046240155235845,0.8060156746911386,0.906036812396141,0.31610193985353996,0.7738880991445606,0.9046173877168857,0.9533134624154109,0.7689923257882105,0.6989730702716617,0.6891824400151986,0.17772877020158895,0.34859975076419725,0.3315478564261053,0.4270084566078928,0.5987832614257474,0.190400947604775,0.6892624088145218,0.025093158474821187,0.1384344357165107,0.41095912614967633,0.23941286929715955,0.06772611491806979,0.014538891894342432,0.5577348658944855,0.5209096284536877,0.42814145304489104,0.7137041440067436,0.21008724716563887,0.18062769307689686,0.713581335662293,0.2683328069113847,0.9686214376757692,0.846582851742314,0.3362691573896138,0.47776357771455824,0.4583974713959681,0.6994621030684525,0.9237279168252954,0.7563260923107232,0.12060885017074341,0.20386913557650643,0.7176973544814345,0.2382502799171201,0.806843783086308,0.6385380350996868,0.5748854129549293,0.9641274872910276,0.938941386666177,0.2524321810466016,0.3366172023976671,0.4979817744567866,0.7903340902576068,0.36835948776531835,0.22223040181108944
Ethiopia,0.2884803379099833,0.8709766264937159,0.5468150367530044,0.0767759415083662,0.41513886404964595,0.6148271073881539,0.5497463040800503,0.2742160108852374,0.21916293834661116,0.6670650410842869,0.5389196425983773,0.2926276851090517,0.35642652845109113,0.8087636132404412,0.7325104070308909,0.4311487192402981,0.18010215702407262,0.9142549274633044,0.13864385515044086,0.6379593355473803,0.9530274927415505,0.27494648439749614,0.16289233119749857,0.8471544988136606,0.2959957600519879,0.04885433056834809,0.25319700064792394,0.22626954430784918,0.2033054486276188,0.9851309299188675,0.32459265961596184,0.7105316607167841,0.3869579803312255,0.2731024501927384,0.5056057553249043,0.6514938115213604,0.5803489727825375,0.4923726324920462,0.8855082246060765,0.029150497264267772,0.49025797488263567,0.5257158645824155,0.8633379620952605,0.48467718431111717,0.6632014691584684,0.8340540936765382,0.592487177122777,0.08197507696454587,0.5792969963589497,0.06379396834961071,0.27246744437587,0.9275159001691836,0.05677415885784476,0.8196528447504245,0.4301526988854528,0.8343954571585147,0.1800971215921059,0.9257672765101148,0.9029602308564743,0.5057184601011244,0.09466706092191945,0.7736087732061646,0.22877585889461816,0.4668181707866522,0.2120756479392253,0.3137846291124595,0.691674760505264,0.2030423401596282,0.1770073216623611,0.1734973401982255,0.7003584988369885,0.6523269776179682,0.3182403543781306,0.15697205983201445,0.8951467701570517,0.012188011809846189,0.9352087090349916,0.5534858084368487,0.15902400121038485,0.06268166131461494,0.3622419842618143,0.3444780566587051,0.20019365376794684,0.6850940829706473,0.11540635756795814,0.7072746721747937,0.3013552299235611,0.905833151481632,0.27946939058348874,0.030704389428569345,0.5349529014546227,0.1532886196716159,0.46974468897649346,0.10420749755404879,0.1271505500263237,0.9455254719296281,0.7258777945333248,0.8296898270098014,0.25611060068347813,0.5983037511900043,0.25687913745900914,0.49782200449942404,0.5574561117393817,0.18135317849921517,0.6508761943671836,0.1857586898288156,0.7978710550802065,0.19172677671793692,0.5835734513467808,0.4271795386231839,0.09746235438176754,0.9185090708265592,0.9340644170559831,0.842908418954797,0.06422231711723547,0.5518248881071601,0.45398731297186035,0.807532638804022,0.3616064260862031,0.28389911628693487,0.2570681577766659
