,Afghanistan,Algeria,Argentina,Austria,Azerbaijan,Bangladesh,Belgium,Benin,Bhutan,Bosnia and Herzegovina,Botswana,Brazil,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Central African Republic,Chad,Chile,China,Colombia,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Czech Republic,Democratic Republic of the Congo,Dominican Republic,Egypt,El Salvador,Equatorial Guinea,Estonia,Ethiopia,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guatemala,Guinea,Haiti,Honduras,Hungary,India,Indonesia,Iran,Iraq,Israel,Italy,Japan,Jordan,Kazakhstan,Kenya,Laos,Latvia,Lebanon,Liberia,Lithuania,Macedonia,Madagascar,Malaysia,Mali,Mauritania,Mexico,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Niger,Nigeria,Norway,Oman,Pakistan,Paraguay,Peru,Philippines,Poland,Qatar,Republic of the Congo,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Serbia,Sierra Leone,Slovenia,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Svalbard,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,USA,Viet Nam,Zaire,Zambia,Zimbabwe
Dominican Republic,0.9914253618580084,0.522729605750975,0.2806292314010733,0.6868663691457692,0.17984012479092615,0.4345525796770313,0.6295167641936595,0.8388661990226337,0.08877601492361942,0.5028789983293134,0.5919441183327825,0.8214337850738662,0.5980616330840344,0.9824854200490716,0.7757802158278795,0.850751800481832,0.4402393118183906,0.43109019185534436,0.7649820539551735,0.9771061288721201,0.06233468519728169,0.2896165002566301,0.305446223809836,0.787500025914699,0.4318400392430134,0.9577333552975342,0.14882177509076777,0.8872501395045176,0.4661337294379516,0.15667399438155905,0.6230023011082156,0.982776926114389,0.5355227541506157,0.8780551741364914,0.3942626519873803,0.8048194426229429,0.052747689364698425,0.24599039562433134,0.2953509722932367,0.29549319903358306,0.6314617133202887,0.5521565828918087,0.0073802947327136215,0.07618001150734188,0.9843400307273714,0.5754526302895275,0.4198035871814648,0.8215243027494812,0.651397424992796,0.36205372773499,0.04158200276420809,0.04719091141559739,0.5236285156260091,0.568743011478932,0.6191360164551006,0.9602381454965193,0.9037927250827749,0.05064789831143923,0.6625038552964023,0.10528731690357551,0.2969604487951554,0.685459626008748,0.7836485758540299,0.7335603768627843,0.2649008273129758,0.05367835748183192,0.022057859208330588,0.9911569342638122,0.4429613731184159,0.12277142550210174,0.6279406932649865,0.24430044011732976,0.014122318536000655,0.3328933422361987,0.9211283181444726,0.3972160832571858,0.88116380350914,0.2028712394691765,0.3182428738393752,0.24163164662479175,0.4931770071193343,0.4825206231151633,0.9735904268230541,0.20417334005268206,0.3139943097933231,0.6307651253461269,0.6233372413578364,0.9325938418355866,0.9247485048606215,0.23335973490136352,0.874312101411726,0.5984348945559911,0.8692395413326718,0.9170247275957409,0.11595020825975388,0.8408446747546906,0.06020507976457301,0.4254423392366651,0.22406259523702288,0.9018528966081737,0.5861483643651553,0.39601733281285556,0.8478316958763076,0.419180757179625,0.2022048121901745,0.12352422545448138,0.8645968148173736,0.05394246335117758,0.46498804020354645,0.4390962725981091,0.6866858633403748,0.6746341695807795,0.8287875528232739,0.3186388705760962,0.5281925916533631,0.7406476824073136,0.8618237646543009,0.6722424239427995,0.6303254631175659,0.8416929714578512,0.9131813005170427
Egypt,0.8663172048114963,0.25111711255068103,0.7969246269210046,0.3306926283186592,0.7801218842573832,0.3696237963272009,0.6482862622840965,0.25052595995912397,0.08870239992961149,0.9519386208197176,0.9110755576489427,0.013983569257244755,0.09931520500605351,0.3821551394353774,0.9571006661343077,0.6958237137736801,0.2625768547447651,0.7887902827451392,0.9194202875070543,0.6584254047080187,0.8540082918427143,0.9235381350347799,0.35790535810976287,0.7920712379383115,0.6382115573107272,0.656022768973387,0.8486242283725484,0.21979471073784784,0.6336217252851395,0.44109886723761804,0.6357580193151289,0.9837369574743218,0.9492457604097289,0.5432143573876492,0.19861911193101256,0.9503954065679092,0.005182279057684758,0.694863498909335,0.6290558954494118,0.4176036975464543,0.8845453461589582,0.23927498969136762,0.45982131899537304,0.431181652402312,0.11835872165227013,0.9484605495567963,0.8464548142370233,0.2578440206102278,0.4423489727041753,0.38812051691087035,0.26050560704954717,0.03590798618417512,0.6243898235891435,0.3800032486621673,0.49007982367273795,0.33195359047967044,0.8320921710241882,0.12209901718646021,0.9378717972946642,0.9803414966490411,0.054318184194004915,0.21546135651907683,0.8051822878811055,0.23766985986468991,0.7453139305090736,0.21770029036215333,0.02780357205065631,0.5233271389037484,0.7996425419253552,0.2064010060605379,0.7984534736689893,0.168900887101314,0.9298415589809741,0.263984827007804,0.2866704588438618,0.7319441722024237,0.6340583861662569,0.5928231721528503,0.3425383286337629,0.6121943906036366,0.7680001895348945,0.2214017340959218,0.22927668371080345,0.8112889121462904,0.6848105780666838,0.572646870499077,0.7605444613302471,0.4169923337393051,0.6711310932107823,0.9223672374227825,0.5430766235475734,0.8774639568454679,0.3084350198363238,0.36357159664788796,0.15385457657405888,0.15252326553615636,0.07022058021517474,0.9100441140010908,0.9825472018632064,0.22567336375912883,0.4451508478940922,0.04397472999960339,0.48009388138300046,0.6924005085918075,0.46507894858702414,0.08794948532800917,0.09244062740674863,0.08779646216909731,0.40125676035641533,0.9689849436669721,0.9916117558147334,0.8441574988394036,0.7339229973024495,0.5250891873823458,0.5845028829835288,0.5842799918917168,0.6795215266661438,0.5730627492322812,0.02418890229373072,0.7907156475496075,0.7841434871326802
El Salvador,0.9825692520001577,0.31666925366602816,0.5099469051695629,0.8257459919422908,0.6897307196636049,0.7298804562263789,0.2781703628318001,0.5205421450158526,0.8418710614138004,0.06377778093666353,0.4225437945329368,0.6021332870596364,0.9501143299112664,0.5910771530231891,0.590364059834615,0.45944100364605434,0.31394955865979246,0.546100751409576,0.1664250999414838,0.2148776697130671,0.9293164368540358,0.31741463849396057,0.8393326612648256,0.3065782856793826,0.38855158969031733,0.7210717871412017,0.17017708737627757,0.16691449592222796,0.408023729543346,0.6658837910043728,0.7328233649839068,0.9129442376281683,0.7026695080210891,0.35144723312088755,0.6452623750645428,0.1166059227858619,0.9496962946100944,0.08368002735254298,0.23627504461251725,0.4504425719346534,0.8700261530340528,0.2128079423684437,0.9653356545537071,0.36697404019355795,0.9210816224360506,0.5168279204717434,0.9500013636370394,0.9768046916031511,0.01913937415935596,0.7571530748572702,0.9897550442667338,0.379708587451582,0.2045388736588618,0.09878406435929687,0.03993233816279684,0.8652261518490637,0.7994096619194666,0.9429895928365387,0.006761524128666263,0.8935443221517532,0.26425866933982023,0.0752435494259428,0.3681799089490625,0.8903992144205453,0.5824808518523465,0.650637478246437,0.4970859543437717,0.4949008636524884,0.7744254280440437,0.875755522733418,0.4405143321804925,0.657363381999135,0.64916353493989,0.8313110484951235,0.547352799618911,0.07690500618142071,0.08194087972794728,0.9940393985788623,0.052389571144330294,0.514634650790493,0.7712764528795684,0.8559612519910136,0.33337225708704854,0.9461500830948216,0.26114952971786753,0.43529333269475345,0.08628737737309433,0.1319260247530063,0.8749246702667549,0.46068349854311097,0.6988567277549005,0.7406298141069784,0.7211219289616048,0.016164023505051306,0.57987373465229,0.18920468344523667,0.943198603486017,0.42848965676183015,0.5861319692442668,0.8039163017954116,0.1465102768047054,0.830113806847214,0.8804162501224658,0.3656376007452663,0.803963906220448,0.17559119820515956,0.021429960394923286,0.9550134461289643,0.7630002784599221,0.14961670407104866,0.12157914389595847,0.6954631861182606,0.8345559709140383,0.5823396790501894,0.944684210689288,0.9144014669007763,0.04238620577433938,0.7685223892463249,0.6805717980776468,0.8379088664099202,0.8216393957606292
Equatorial Guinea,0.020940603897212196,0.4251698638356406,0.8220624377844062,0.8276153374085699,0.8772384861493714,0.22078213377371392,0.9308657135440176,0.08157146733879195,0.16795344728018013,0.39920462915640686,0.9465460450482901,0.38712089462506505,0.6350220290048673,0.6908520721466305,0.8928135695288467,0.41256807962930875,0.6138632897500147,0.6462842063054602,0.735510952863272,0.9615283326146256,0.21747988520595507,0.2100443707907459,0.3443055662132569,0.7968388800596755,0.09877239764481216,0.47020032780712606,0.6716608696298846,0.5981885712998714,0.45320826114655444,0.5937091486326674,0.7519517379262431,0.013824832876242032,0.7425523081025154,0.8713783603049352,0.64935966383628,0.04673296194535537,0.5947916560497677,0.6626628268443805,0.09584239133012684,0.9297821120802731,0.13741523602739358,0.06302863386311319,0.2391303942264228,0.7459106482708451,0.7235270508320232,0.6814069025951391,0.6981772861811498,0.4674983804115994,0.9530402430852827,0.8498866340760232,0.6806029964565006,0.09600919288496346,0.9847910024084071,0.456250847224171,0.6930454725841192,0.24701369286390817,0.0690584996509982,0.9115260771681992,0.35529600192686595,0.3182875071437803,0.49584238149636506,0.860380407172422,0.30281978047781266,0.2982761605337677,0.5001401914036404,0.020070421488121326,0.9801364540541211,0.733755801231586,0.5452456178579089,0.5804822750392982,0.25473858384997705,0.5849469271279177,0.2955421035692807,0.5666374257520277,0.8535005706437159,0.9987696743315235,0.19258622249034374,0.6209576722277194,0.27775504776233073,0.1857541851458735,0.3986905052317674,0.8690669292444868,0.8101446876509747,0.4050030480534522,0.831403662108579,0.2111878237310848,0.18131965436319375,0.6237829751278134,0.8070045267100386,0.5168774016247977,0.6001954758015194,0.24293623291977307,0.7477124111261663,0.9857289900289591,0.03543353929199011,0.4055881877696659,0.8195072770302032,0.09310425232662245,0.24698494662171067,0.9503717732006857,0.283130453187294,0.18406986237867806,0.6036936335234664,0.500557793800441,0.6747127525659937,0.14173834226789184,0.6408487808586167,0.3386966789407534,0.7747955614546878,0.5335610103284982,0.7772620971764814,0.07648361391446457,0.052433972488782676,0.12116464950869976,0.36260755737651396,0.8821690160096387,0.49338348416089994,0.9182066437262253,0.7966308399856679,0.8972084026424999,0.9786806053426155
Estonia,0.20004570578890712,0.745898861621593,0.7982115057172972,0.15722106978819494,0.2573261729332412,0.5313826444137598,0.9726109283929941,0.2604930498330663,0.652144014566621,0.28690859914616407,0.26935444504425843,0.08109881227722271,0.9172526469844686,0.16717621862340404,0.022591438192754332,0.3069642029623456,0.28117364123208144,0.5555100082152569,0.2894933140277338,0.7146680185433818,0.8795304293390745,0.8897231491353171,0.7539194025088924,0.4402196704310465,0.2216026188933643,0.19061800596982814,0.6805484536824764,0.7918511204473868,0.29786270505295787,0.000747936119798287,0.6773210242558753,0.7102466273669923,0.2667920515590432,0.25317745927600077,0.009200473052850433,0.8433046808852566,0.3985027145723806,0.7473274984634997,0.17384657369208245,0.29678544501480597,0.1128824954248766,0.4907206353764535,0.4927798209660508,0.2035875478395388,0.15491314009592427,0.26317959475905084,0.0014237817147965126,0.8793461577387998,0.7875830407253077,0.9726797320483368,0.1697932661417355,0.9421200375415124,0.9751104758752318,0.9336365239266895,0.16375562531094412,0.6870813497061392,0.8425755481678648,0.12823797504237078,0.13266402708490155,0.616550355998898,0.5689259179910243,0.5148354109518403,0.6584343642466186,0.7300030449803521,0.18529531340900351,0.18649515134205674,0.14340742167749054,0.2827229469903515,0.4200906716976881,0.0811431898574948,0.7049966052299556,0.9455610512122689,0.9813521937747453,0.49826666588781654,0.3842223193845492,0.009329641203087435,0.27020673297333886,0.9970892078190013,0.7670504875790969,0.34183449259368404,0.03959180437623011,0.6170101738783615,0.7994817886357154,0.6661860675689278,0.47855586305248166,0.21307867998749952,0.48677559262633974,0.772835630623406,0.44727210400414374,0.25385645261690737,0.5971100177888776,0.590824133875118,0.4013595016752436,0.8756632568393561,0.030353863491664135,0.15917315907512342,0.5043086567918218,0.8311178755725505,0.022246161945071563,0.14114149801409093,0.5853027446599512,0.5143260199557147,0.19111199554178215,0.22187848960232615,0.2961911410110629,0.03434864885906297,0.18435557801501168,0.056473192701946506,0.10693917093297933,0.13840390130017666,0.5228854784864909,0.636960584691323,0.6375670730348802,0.44784938032370947,0.2969428923856463,0.9449066822413656,0.8557176499279885,0.03132721739824462,0.8909579590316572,0.29945219836180226,0.1448607602988119
Ethiopia,0.6674712177642685,0.9193278658423744,0.06900952949391326,0.8320372788724408,0.6410631969031997,0.45933083886595616,0.27010522241898827,0.09888454712949157,0.20169904257509963,0.3564404578125998,0.40247727926174914,0.2499911714331109,0.8051570787570929,0.16722436781276184,0.8437270064172394,0.7463214604362521,0.9083953289365323,0.6209844033150826,0.8642874362235095,0.6472244396612755,0.2120038383986662,0.6189922326208847,0.08958342921541207,0.5777991070020906,0.5399776194682645,0.8995770493034564,0.49945306419776503,0.26032411051364657,0.6386894309329564,0.5864834055858171,0.1804653896039614,0.5851088147802195,0.7579106106732834,0.2732808761162292,0.9047128324528161,0.9703193825635182,0.5168284822913909,0.8211239872557279,0.3064657259624872,0.846148448403293,0.036024309995090875,0.10389650728893851,0.7419031840920146,0.7236913457561011,0.034599416660664795,0.5556160053572021,0.6135422512039681,0.49458614142449375,0.7254750594198208,0.0887912854563665,0.03303700741111526,0.1809590746737344,0.948600709590799,0.7978378680866565,0.03537179773113508,0.44784928709171046,0.909245610938044,0.05726448590650868,0.4180947060836304,0.029364906750097952,0.39288502007190673,0.43538601963990087,0.051986969437119,0.8816702120250954,0.6549756824238268,0.23007322041461653,0.19857023963414788,0.8304193571540635,0.7760314789025642,0.04171102334646504,0.1748814486559369,0.48829603296321433,0.2824917226830982,0.5799646872520398,0.9730173828940168,0.02484583394839146,0.9064496545546399,0.2097204351801225,0.2021783374550381,0.9407703508298444,0.9496782763331404,0.28373570233844636,0.23342223172230248,0.7574420334885528,0.1615727722474093,0.9262866312258962,0.9850185497391584,0.8116316204919933,0.5376273829870446,0.48252587408528824,0.3775836751785102,0.9968490485209939,0.9343968575906638,0.7893583690375632,0.09887196443252044,0.9492743025372615,0.47615663904006233,0.35973185427123266,0.292371153716532,0.3382507878361519,0.957730386553227,0.7559993515234086,0.8855538874839531,0.8195500150520976,0.4208421686340563,0.18250566578439675,0.7545907319616703,0.6513425995447079,0.10741572243981312,0.2807678716274532,0.6102910675660783,0.503942651659762,0.326280043176872,0.10590033416376254,0.738430531625783,0.5854074692023268,0.1795306663702434,0.4102867821302988,0.49311136753815465,0.9419695559816589,0.15147911222815924
Finland,0.915261102045274,0.08705185450355424,0.9604973719124301,0.752140885636452,0.9761463680394509,0.9238762399320076,0.32251659255852716,0.579868268786559,0.13744510058542558,0.49357046609974986,0.761829007762265,0.4212289625749549,0.15182436478102324,0.29222027286173025,0.5280594755836532,0.932550999285891,0.6221037425558723,0.14776931104088198,0.3847178754658337,0.6227852494883277,0.14995415061231554,0.44396225992765614,0.7046251941557378,0.25632246883624077,0.5023845008063285,0.30227013513848555,0.15332074028383114,0.6077370228142323,0.9745693362053578,0.16153158125295353,0.9162014911670558,0.1362554781304829,0.4157876173127151,0.8147467012487457,0.080363273338115,0.05453525107598889,0.8769206603209772,0.611236082758497,0.8511203645251438,0.5345791645689488,0.08491684559872181,0.5634662553977746,0.20039903026589534,0.9517744867937774,0.06266835091423817,0.9869334448556534,0.15698051795560075,0.6886072780953957,0.6208860505456543,0.9610545386734101,0.7538256366993097,0.10852948622426228,0.6229686081520553,0.6393726689136124,0.08354114138422697,0.6219994446722072,0.4714855856862278,0.7542677957888406,0.9561875719070129,0.19305241196689016,0.43663133999036186,0.009123344706031045,0.2685391665249621,0.31042259968137553,0.5985382043232211,0.002387965684312876,0.4091987010714436,0.12861690552416627,0.8397747569165662,0.867788001831871,0.7535997294558212,0.21071601069351942,0.020184356168264528,0.2174352846682257,0.317631886759436,0.2633817742082841,0.5667839094127206,0.08452657931637464,0.8877427942160511,0.5464001629313794,0.16255623757409488,0.8863283730726264,0.4008136598734017,0.8076062692990532,0.843486106837252,0.41518599357565633,0.5463273680158331,0.8477162126688494,0.46229598384123216,0.7364632277838769,0.7400800794755323,0.9570845548320067,0.5670805800760873,0.688519691218759,0.7078694638703464,0.6435319322081968,0.9172843819672328,0.3285070316299742,0.5157776230175423,0.05940303559703264,0.8182423142975516,0.09598292007879916,0.8350339624301061,0.43135115562143234,0.29154444174062355,0.2899402682219273,0.39289920814201174,0.003894311278026086,0.2396136335397372,0.09424002446848712,0.32457185931138777,0.2512801308391317,0.785175278776226,0.3826571667295182,0.6240171039904573,0.13403832097812907,0.03537376646772372,0.3101358225503479,0.9313662455542233,0.35218222263627286,0.9187541890217079
France,0.298280608464928,0.06706976057842984,0.11796957057340207,0.07950300054343695,0.4869551230659054,0.6022286935526826,0.5237175896485854,0.6650750426656634,0.9837459997527545,0.5140227383733261,0.7429693172761004,0.5075283214643572,0.7773539158623335,0.21862920738973524,0.3115101179405061,0.2081057526724438,0.2981577186024602,0.6318705791439837,0.7540467624059101,0.703545005388957,0.6464788951284524,0.7617541055727939,0.11657334391806651,0.4078980940291411,0.9295764109955789,0.790924462527942,0.24295608403211444,0.5043516187451151,0.4169469964234044,0.40294335318771557,0.7241352698730299,0.5622783675521529,0.5383542278267701,0.7297024294926515,0.3745938303779871,0.7731380493907307,0.5504574593166908,0.053082977860422154,0.34581071902226956,0.42843199306686686,0.7429438635692674,0.4692966779976372,0.2976748193239881,0.1110889108570734,0.9829367687329291,0.32084641608848075,0.14201171533826618,0.9828515654683695,0.465351714198755,0.8367248722471292,0.8645206181208135,0.1419706239037266,0.6548078929820635,0.2136097607586247,0.38157789708895273,0.2182478517228168,0.8228644093277983,0.5469903311859172,0.9968042776285172,0.7518591648692399,0.05614968875787274,0.47083615791031797,0.7952855004902885,0.8902725759382513,0.6358873075562648,0.8543338878075949,0.43522586944718555,0.29988427203512014,0.9476412583533436,0.18128087770561052,0.5099972145693845,0.7567758015920597,0.174352736184739,0.38214892634222386,0.9802049933218265,0.10765674670241432,0.05939159942796968,0.9378812770979678,0.19308205611581752,0.5912104714895872,0.9100402250300682,0.7919780049146394,0.48178336543740463,0.5622129989644499,0.7774189082258403,0.0972290216463153,0.26028026319697317,0.296764027290532,0.8555977614447676,0.8042569716687611,0.9718916751766895,0.647101522676063,0.28868199783951265,0.7240512052754843,0.04132685786931101,0.71526802855213,0.9410697613361199,0.8524697429874282,0.42604904365628204,0.8181192288564137,0.5592862417216997,0.19264628157590347,0.12470203044453443,0.9535397236782195,0.4750707859636999,0.5372892798955787,0.12685972878134866,0.6937858642713726,0.2837186385111965,0.3668837578058133,0.8729315786170329,0.9097853109261674,0.5573384777063248,0.599880712810588,0.13314239641680203,0.6050925632965004,0.9847848675417905,0.47749615144098034,0.17373354583065959,0.031794805448203345,0.39353768631165054
Gabon,0.5466456223544096,0.9613077290518041,0.14622971390613515,0.3383640551793854,0.7287731523529751,0.25014201700467253,0.31864322210645346,0.727507483213262,0.8054485247479715,0.4278553747285265,0.9108038556323653,0.39185990372645574,0.7782999606308802,0.17073372282475774,0.5845669850386699,0.059470717591870836,0.7497995952159884,0.4316398723029998,0.7722379351471044,0.47387797431715506,0.3775095189774086,0.7345914601773195,0.624169291343713,0.39464119240524254,0.8206920904022454,0.29953605398841654,0.7174216389897508,0.1711239564060537,0.9121858724648413,0.4306644448733957,0.3500703008674796,0.4167566932911039,0.6783143677427586,0.8081351632738198,0.04574352471671517,0.7302718812538633,0.30366649704712956,0.27481895149006275,0.350593040804436,0.17240733514671647,0.6300288995347345,0.04816289397895834,0.08788820196354252,0.9835127314813455,0.4264809227868275,0.5440110696497016,0.22256767882653006,0.5849093627448888,0.42715296842504347,0.3576952113979618,0.617553668267012,0.6108954880806309,0.11137542655596722,0.22957878528180842,0.4150449358652367,0.3067594075716774,0.17007326138460832,0.5907235691527681,0.050872741868273175,0.8202073389247992,0.3299374012238131,0.7773938835056982,0.6220880431824769,0.859565653946481,0.40435284435134833,0.764116156063837,0.0731931642607323,0.00036542420276153287,0.5175343130917026,0.6849313744354274,0.09286460538925623,0.5028607534343322,0.4934235742180475,0.6015048875844257,0.8271428573513714,0.1061421204784424,0.8636796240383456,0.17035730870658206,0.212857683204275,0.9098777861558679,0.18283846066194243,0.8076151039004631,0.1877602185059295,0.5875362943412354,0.963801968823514,0.2909877972904462,0.4882514151280145,0.0006851401562293358,0.44858044847680834,0.743321309382387,0.17463988020877308,0.021412914483059486,0.9831096689130134,0.8831047358545275,0.30899480788166733,0.6468636342709617,0.8551860451064928,0.2288816864946145,0.8695543028105545,0.6392483345981423,0.6847881161434896,0.10732300002708117,0.6618203493240383,0.6466344095808872,0.9990100285480956,0.5069725014486128,0.07912358859717383,0.9295100618560328,0.25982717856086557,0.3444915222420525,0.4349077631471864,0.3061103332080819,0.01305317443207532,0.9660563428452078,0.47845828977774596,0.704072573683743,0.07455188252276146,0.8967792601772657,0.784030299842499,0.10641930929664678,0.3577810612880167
Gambia,0.37516545264076795,0.7999424795725234,0.053730620183822464,0.7858594475803394,0.1832592329304329,0.8663555286751213,0.4498206019890548,0.7570193751443779,0.711295028623575,0.2825136706679783,0.2918334244582207,0.7216317543780927,0.8419894960887492,0.9372273873390699,0.936055583351406,0.07070871122469846,0.011101824940052407,0.7581668803307668,0.2416406944877939,0.1623600826925311,0.4196885563861412,0.2815744972903732,0.6766241516704417,0.7482154311358113,0.9212000095240749,0.3903090897846926,0.9434363940094497,0.8499144098658674,0.48290373481494886,0.6513644063271279,0.7414223476667522,0.27746936872265293,0.7013170611685743,0.4754762561418375,0.11089442556691964,0.49586037013575046,0.0033944416364529717,0.5819051749527145,0.4889074927267416,0.4618712767887362,0.8821724449738505,0.7767546622253554,0.9561947965369211,0.10291129056729376,0.9428836559749691,0.6397213198022302,0.45973650621865947,0.8000650128236064,0.33583786546500427,0.9971730966756561,0.6708053936407999,0.5932020020788525,0.7325279929414831,0.39294181320186294,0.44253498434911287,0.3501922802477939,0.6774909971811796,0.7934610111936165,0.1232672339280868,0.9101532508598802,0.01083784329604831,0.6705585415183027,0.47684922150690623,0.6320157144155212,0.198164342379901,0.34683608166395796,0.7404984466637375,0.9477538746553168,0.049238292913737935,0.7300385514669077,0.28647427314103946,0.8245839040004045,0.5998490407424352,0.8518838679068148,0.7945446852463555,0.565574412445261,0.5106951310832729,0.12225421499316103,0.47505586334175764,0.70136697392309,0.43758626679930435,0.4707456301536461,0.6076251998285858,0.4703752529787426,0.5630995491244235,0.5090533772142067,0.041859501867885895,0.9402540296095971,0.5718321223380513,0.9289137113304737,0.3055497881404464,0.026419913370847592,0.9875931927665926,0.5977284932943845,0.9317926070370677,0.8554939830076198,0.9928317873554412,0.014011790199432106,0.2789808958564187,0.6517933272193969,0.45359042322976206,0.1773681161401961,0.2368211058022328,0.46942265432649466,0.8776377628360043,0.560130535943487,0.7223421267181277,0.13023033011053908,0.9773928878110414,0.5129920892279295,0.27668102763474056,0.12829234945158519,0.9821385228506383,0.9278003837269083,0.4048102449222861,0.33194720132653344,0.16173875289118023,0.3503620789864379,0.10210570464318525,0.5451947562625987,0.10852326765131803
Georgia,0.6767856935324396,0.5870554077540057,0.11421451773126357,0.4391050051986539,0.7720625785530779,0.7706279352200436,0.08269888312500939,0.8027608801688226,0.8551431140790026,0.3771587053780717,0.5640681586347783,0.8739188674005084,0.28596667497770356,0.09107489288084814,0.7639690179962526,0.35949491504223774,0.9629519435947752,0.6539063045636591,0.2505430172370662,0.17352417767874406,0.4881302854017022,0.6130555973639916,0.2954097658540067,0.3771786297066059,0.49810037083298975,0.4005310389003003,0.17924196719535834,0.19668873906283546,0.18257902097546885,0.6014554830036455,0.8014252581500305,0.8239955342460414,0.27876109469627375,0.1888054919979325,0.672930149079121,0.8917057459591179,0.42634808911884126,0.3607781249133204,0.5713157199587018,0.004156865980872171,0.5313769777088696,0.16669134791681295,0.358076882247084,0.3185057596284089,0.29185104121096206,0.44024922377752607,0.39393163312384694,0.25390504620207854,0.8356132825896063,0.04816198465654997,0.8753025997913155,0.3993521571638443,0.7313425530884612,0.6078470887094065,0.8242995216164297,0.28748228991529845,0.8217052731744175,0.1855059746214489,0.18008396679002803,0.5199794528720301,0.8742753416982727,0.4185452474058826,0.7677363147806219,0.8623521798861525,0.33330112568268566,0.8233289064510821,0.2538919161881128,0.7024834365725652,0.6875078988358829,0.14170531783245666,0.4326725452979836,0.6373464845083389,0.6169756685429152,0.8434957511615832,0.09755686294919452,0.6475889952303969,0.2784704263579322,0.72582683497371,0.5424372407666096,0.29938170890555216,0.907354185086359,0.28352896016832974,0.7486468358327846,0.744702787827352,0.270457980954398,0.17064594621776885,0.1820393909560789,0.5607754352283053,0.6064507139609988,0.0032249147955644153,0.5684272233347327,0.587638759445896,0.7876459829246412,0.9128594476632662,0.2495618851950836,0.5431313500182049,0.2558492392632824,0.41690426076805764,0.008756023909111676,0.3466116774024244,0.7052067367541514,0.10961738874015536,0.8730010625567937,0.5698074807126091,0.7772705868240284,0.6486611464884264,0.3075743132109743,0.9104568071877752,0.05265810455942854,0.5550728552137454,0.9053325383431975,0.6405180999758052,0.5889428728159942,0.3570719544530142,0.9910998576409604,0.35139135157158374,0.9736187008510138,0.0016914335308058082,0.4482124957109246,0.29005186749893297,0.664943069231005
Germany,0.649235691717743,0.9823017870103826,0.7662329966290018,0.35735107946292166,0.01943031234358006,0.46117915576793456,0.21681666139453937,0.28550844774451256,0.5314332126246896,0.432001194131995,0.25890421283565246,0.8427376568592441,0.7928271956984706,0.5135730275336677,0.1934711507966571,0.2899255574038623,0.8988592779361851,0.15603894248718342,0.3594854538080088,0.06109394908763632,0.9102227348290696,0.743771559552822,0.22488981271281905,0.8238510685699885,0.5820280779340905,0.6690079321953493,0.20131538690864126,0.21518305411164096,0.017321438886808593,0.47572493697262064,0.4903462119886529,0.8357747823151562,0.6374306938375531,0.9130392606948722,0.7340201714847502,0.21090064473570647,0.0796983584343689,0.6952444619438922,0.07185013957435782,0.3913841345287713,0.49157704734647,0.2687250595640567,0.4074693078033068,0.6867477100140352,0.3742055566719925,0.6238723405917476,0.6290088336084737,0.8772690068587735,0.9692505023714352,0.7243901663333581,0.6757702227586676,0.6663523967864,0.899835491876826,0.7593691441619743,0.5932642550328744,0.7784228914893127,0.02485665263681014,0.8822393553941984,0.6008607077869514,0.4703400612150591,0.6192626759489696,0.6388879147197577,0.8702147521329693,0.4407111283246623,0.6783249451293323,0.06372128607119487,0.5745877775200633,0.07526489106007661,0.7533722188053316,0.3529413629660454,0.4157384117728917,0.7714004989711908,0.9942940084640569,0.9784093428577608,0.8470159227056293,0.9208162210156661,0.5513821358230087,0.07317328932814604,0.5279766799272491,0.7257385723424697,0.5174757327493287,0.7336136219571365,0.3945267143739014,0.4989632467023225,0.5530002481230607,0.9745045685312698,0.13257028558126038,0.25292384537008883,0.5465136394384901,0.9704138381039158,0.993335740958694,0.8975759341489215,0.46664593259016174,0.34295846190359525,0.9599008190853067,0.8542417988739238,0.795203747031157,0.4791856373880484,0.8959999409026911,0.9883767792046865,0.8884043736438756,0.27814853378097515,0.9164936802497827,0.4792554297338322,0.23331074358714143,0.4040538092454703,0.3537665277331359,0.8782711372846452,0.577525036485008,0.9737208368236862,0.3051121398042187,0.032879936132330756,0.2177030863927879,0.6767273524926402,0.2825779050364726,0.8218050902872926,0.8252302182142892,0.1233341824210249,0.050762338083334524,0.8477862586573337,0.2534167402862505
